instance,time,encoding,answer,dataset,memory
results/Grid/Ratio_50/50-17-3,,cd06,,Grid-50,19064
results/Grid/Ratio_50/50-17-9,,cd06,,Grid-50,19040
results/Grid/Ratio_50/50-16-5,,cd05,,Grid-50,18560
results/Grid/Ratio_50/50-18-2,,cd06,,Grid-50,19072
results/Grid/Ratio_50/50-15-8,,cd05,,Grid-50,18292
results/Grid/Ratio_50/50-17-8,,cd06,,Grid-50,19216
results/Grid/Ratio_50/50-14-8,,d02,,Grid-50,32532
results/Grid/Ratio_50/50-10-10,,cd05,,Grid-50,73808
results/Grid/Ratio_50/50-14-7,,sbk05,,Grid-50,42536
results/Grid/Ratio_50/50-12-5,,d02,,Grid-50,63064
results/Grid/Ratio_50/50-14-1,,cd06,,Grid-50,35464
results/Grid/Ratio_50/50-15-7,,cd06,,Grid-50,33744
results/Grid/Ratio_50/50-18-1,,sbk05,,Grid-50,39372
results/Grid/Ratio_50/50-20-2,,cd06,,Grid-50,35612
results/Grid/Ratio_50/50-10-9,,cd05,,Grid-50,69064
results/Grid/Ratio_50/50-20-1,,cd06,,Grid-50,35532
results/Grid/Ratio_50/50-17-7,,cd06,,Grid-50,19284
results/Grid/Ratio_50/50-16-4,,db20,,Grid-50,79752
results/Grid/Ratio_50/50-14-5,,cd05,,Grid-50,26388
results/Grid/Ratio_50/50-17-8,,sbk05,,Grid-50,36740
results/Grid/Ratio_50/50-15-2,,cd05,,Grid-50,17908
results/Grid/Ratio_50/50-16-8,,cd05,,Grid-50,18380
results/Grid/Ratio_50/50-19-6,,db20,,Grid-50,78392
results/Grid/Ratio_50/50-12-9,,sbk05,,Grid-50,69908
results/Grid/Ratio_50/50-14-9,,db20,,Grid-50,84264
results/Grid/Ratio_50/50-10-7,,d02,,Grid-50,74436
results/Grid/Ratio_50/50-12-8,,sbk05,,Grid-50,73300
results/Grid/Ratio_50/50-10-5,,d02,,Grid-50,56760
results/Grid/Ratio_50/50-19-2,,cd05,,Grid-50,19824
results/Grid/Ratio_50/50-20-5,,cd05,,Grid-50,35552
results/Grid/Ratio_50/50-17-5,,db20,,Grid-50,74884
results/Grid/Ratio_50/50-19-3,,db20,,Grid-50,93292
results/Grid/Ratio_50/50-10-8,0.472,d02,0.280401,Grid-50,40208
results/Grid/Ratio_50/50-14-2,,db20,,Grid-50,86532
results/Grid/Ratio_50/50-20-7,,cd06,,Grid-50,35608
results/Grid/Ratio_50/50-19-7,,db20,,Grid-50,89432
results/Grid/Ratio_50/50-17-4,,cd05,,Grid-50,19000
results/Grid/Ratio_50/50-18-3,,cd05,,Grid-50,19408
results/Grid/Ratio_50/50-17-2,,d02,,Grid-50,18156
results/Grid/Ratio_50/50-17-1,,cd06,,Grid-50,18908
results/Grid/Ratio_50/50-17-6,,sbk05,,Grid-50,45216
results/Grid/Ratio_50/50-10-5,0.05,db20,0.518846,Grid-50,17872
results/Grid/Ratio_50/50-18-9,,d02,,Grid-50,18760
results/Grid/Ratio_50/50-16-1,,cd06,,Grid-50,18420
results/Grid/Ratio_50/50-20-8,,sbk05,,Grid-50,17836
results/Grid/Ratio_50/50-17-6,,cd06,,Grid-50,18836
results/Grid/Ratio_50/50-10-3,0.738,d02,0.437354,Grid-50,48176
results/Grid/Ratio_50/50-10-9,,d02,,Grid-50,74096
results/Grid/Ratio_50/50-18-1,,cd06,,Grid-50,19516
results/Grid/Ratio_50/50-10-3,,cd05,,Grid-50,69144
results/Grid/Ratio_50/50-19-3,,d02,,Grid-50,19528
results/Grid/Ratio_50/50-15-1,,d02,,Grid-50,17708
results/Grid/Ratio_50/50-19-7,,cd06,,Grid-50,19656
results/Grid/Ratio_50/50-16-1,,db20,,Grid-50,95116
results/Grid/Ratio_50/50-14-4,,db20,,Grid-50,88556
results/Grid/Ratio_75/75-19-9,,sbk05,,Grid-75,41928
results/Grid/Ratio_75/75-24-6,,d02,,Grid-75,19136
results/Grid/Ratio_75/75-16-5,0.422,db20,0.383582,Grid-75,49748
results/Grid/Ratio_75/75-19-2,,cd06,,Grid-75,20932
results/Grid/Ratio_75/75-24-10,,sbk05,,Grid-75,17780
results/Grid/Ratio_75/75-15-2,,sbk05,,Grid-75,56220
results/Grid/Ratio_75/75-12-3,0.046,db20,0.414052,Grid-75,18340
results/Grid/Ratio_75/75-18-5,,d02,,Grid-75,31796
results/Grid/Ratio_75/75-19-2,,d02,,Grid-75,17640
results/Grid/Ratio_75/75-16-4,,db20,,Grid-75,91336
results/Grid/Ratio_75/75-18-9,,db20,,Grid-75,78024
results/Grid/Ratio_75/75-26-9,,d02,,Grid-75,35844
results/Grid/Ratio_75/75-17-2,,d02,,Grid-75,45560
results/Grid/Ratio_75/75-10-5,0.029,db20,0.822155,Grid-75,16628
results/Grid/Ratio_75/75-25-5,,cd06,,Grid-75,35816
results/Grid/Ratio_75/75-14-9,,cd05,,Grid-75,41628
results/Grid/Ratio_75/75-17-10,0.882,db20,0.377931,Grid-75,83076
results/Grid/Ratio_75/75-23-1,,d02,,Grid-75,19204
results/Grid/Ratio_75/75-22-8,,cd06,,Grid-75,19564
results/Grid/Ratio_75/75-22-8,,db20,,Grid-75,72740
results/Grid/Ratio_75/75-18-3,,cd05,,Grid-75,18148
results/Grid/Ratio_75/75-15-3,,cd05,,Grid-75,51588
results/Grid/Ratio_75/75-12-7,,cd06,,Grid-75,54840
results/Grid/Ratio_75/75-12-8,,cd06,,Grid-75,71388
results/Grid/Ratio_75/75-25-10,,cd06,,Grid-75,35676
results/Grid/Ratio_75/75-18-7,,sbk05,,Grid-75,44716
results/Grid/Ratio_75/75-24-7,,sbk05,,Grid-75,17632
results/Grid/Ratio_75/75-21-6,,sbk05,,Grid-75,54964
results/Grid/Ratio_75/75-10-2,0.02,db20,0.776503,Grid-75,15212
results/Grid/Ratio_75/75-14-7,0.309,db20,0.937876,Grid-75,36528
results/Grid/Ratio_75/75-22-1,,cd06,,Grid-75,19664
results/Grid/Ratio_75/75-18-7,,cd06,,Grid-75,17956
results/Grid/Ratio_75/75-15-8,,cd05,,Grid-75,37316
results/Grid/Ratio_75/75-26-1,,cd06,,Grid-75,35748
results/Grid/Ratio_75/75-16-6,,d02,,Grid-75,46504
results/Grid/Ratio_75/75-12-7,,d02,,Grid-75,54036
results/Grid/Ratio_75/75-20-4,,d02,,Grid-75,17760
results/Grid/Ratio_75/75-26-3,,d02,,Grid-75,20572
results/Grid/Ratio_75/75-19-4,,sbk05,,Grid-75,66776
results/Grid/Ratio_75/75-15-7,0.158,db20,0.519404,Grid-75,26436
results/Grid/Ratio_75/75-17-9,,cd06,,Grid-75,32408
results/Grid/Ratio_75/75-26-5,,sbk05,,Grid-75,18416
results/Grid/Ratio_75/75-26-4,,db20,,Grid-75,76388
results/Grid/Ratio_75/75-26-4,,sbk05,,Grid-75,18180
results/Grid/Ratio_75/75-21-3,,sbk05,,Grid-75,29340
results/Grid/Ratio_75/75-14-4,,cd05,,Grid-75,41272
results/Grid/Ratio_75/75-19-7,,db20,,Grid-75,90308
results/Grid/Ratio_75/75-14-1,0.043,db20,1,Grid-75,15232
results/Grid/Ratio_75/75-16-8,,d02,,Grid-75,34688
results/Grid/Ratio_75/75-18-8,,d02,,Grid-75,29640
results/Grid/Ratio_75/75-21-1,,cd05,,Grid-75,19188
results/Grid/Ratio_75/75-19-6,,cd05,,Grid-75,18576
results/Grid/Ratio_75/75-22-1,,db20,,Grid-75,101344
results/Grid/Ratio_75/75-18-1,0.545,db20,0.523186,Grid-75,48976
results/Grid/Ratio_75/75-24-2,,sbk05,,Grid-75,17816
results/Grid/Ratio_75/75-14-8,,sbk05,,Grid-75,77752
results/Grid/Ratio_75/75-15-2,,d02,,Grid-75,67500
results/Grid/Ratio_75/75-16-7,,d02,,Grid-75,27848
results/Grid/Ratio_75/75-23-2,,cd06,,Grid-75,19772
results/Grid/Ratio_75/75-24-9,,db20,,Grid-75,86656
results/Grid/Ratio_75/75-22-5,,sbk05,,Grid-75,25636
results/Grid/Ratio_75/75-22-6,,d02,,Grid-75,18588
results/Grid/Ratio_75/75-26-6,,sbk05,,Grid-75,18328
results/Grid/Ratio_75/75-22-8,,cd05,,Grid-75,19636
results/Grid/Ratio_75/75-22-5,,d02,,Grid-75,18732
results/Grid/Ratio_75/75-22-4,,d02,,Grid-75,18644
results/Grid/Ratio_75/75-26-1,,d02,,Grid-75,19828
results/Grid/Ratio_75/75-10-8,0.03,db20,0.533205,Grid-75,15684
results/Grid/Ratio_75/75-14-3,0.075,db20,0.91754,Grid-75,20272
results/Grid/Ratio_75/75-16-8,,sbk05,,Grid-75,70440
results/Grid/Ratio_75/75-19-7,,cd05,,Grid-75,18452
results/Grid/Ratio_75/75-19-10,,cd05,,Grid-75,18580
results/Grid/Ratio_75/75-14-1,0.633,d02,0.999999,Grid-75,41988
results/Grid/Ratio_75/75-25-4,,db20,,Grid-75,71208
results/Grid/Ratio_75/75-19-4,,d02,,Grid-75,17740
results/Grid/Ratio_75/75-24-3,,cd05,,Grid-75,35604
results/Grid/Ratio_75/75-19-1,,sbk05,,Grid-75,70036
results/Grid/Ratio_75/75-10-3,0.126,d02,0,Grid-75,16824
results/Grid/Ratio_75/75-21-4,,sbk05,,Grid-75,26576
results/Grid/Ratio_75/75-19-1,,cd05,,Grid-75,18348
results/Grid/Ratio_75/75-20-9,,d02,,Grid-75,18000
results/Grid/Ratio_75/75-26-9,,sbk05,,Grid-75,18420
results/Grid/Ratio_75/75-24-1,,d02,,Grid-75,19800
results/Grid/Ratio_75/75-22-5,,db20,,Grid-75,83496
results/Grid/Ratio_75/75-24-2,,cd06,,Grid-75,35696
results/Grid/Ratio_75/75-21-8,,d02,,Grid-75,18024
results/Grid/Ratio_75/75-14-10,,sbk05,,Grid-75,75528
results/Grid/Ratio_75/75-25-1,,d02,,Grid-75,19656
results/Grid/Ratio_75/75-19-3,,cd06,,Grid-75,18272
results/Grid/Ratio_75/75-18-6,,cd06,,Grid-75,26024
results/Grid/Ratio_75/75-25-4,,sbk05,,Grid-75,18204
results/Grid/Ratio_75/75-20-6,,cd06,,Grid-75,18696
results/Grid/Ratio_75/75-18-8,,cd06,,Grid-75,18008
results/Grid/Ratio_75/75-26-7,,db20,,Grid-75,71340
results/Grid/Ratio_75/75-18-5,,cd05,,Grid-75,17788
results/Grid/Ratio_75/75-21-10,,db20,,Grid-75,76524
results/Grid/Ratio_75/75-25-9,,cd06,,Grid-75,35656
results/Grid/Ratio_75/75-23-9,,cd06,,Grid-75,19968
results/Grid/Ratio_75/75-17-6,,d02,,Grid-75,61692
results/Grid/Ratio_75/75-23-5,,cd05,,Grid-75,19916
results/Grid/Ratio_75/75-14-6,,d02,,Grid-75,67136
results/Grid/Ratio_75/75-15-6,,cd05,,Grid-75,38160
results/Grid/Ratio_75/75-26-8,,sbk05,,Grid-75,18292
results/Grid/Ratio_75/75-24-5,,db20,,Grid-75,66668
results/Grid/Ratio_75/75-23-2,,sbk05,,Grid-75,17200
results/Grid/Ratio_75/75-12-6,,cd06,,Grid-75,51208
results/Grid/Ratio_75/75-20-6,,sbk05,,Grid-75,38488
results/Grid/Ratio_75/75-22-4,,sbk05,,Grid-75,25936
results/Grid/Ratio_75/75-20-9,,cd05,,Grid-75,18648
results/Grid/Ratio_75/75-15-5,0.056,db20,0,Grid-75,18244
results/Grid/Ratio_75/75-18-2,,d02,,Grid-75,25452
results/Grid/Ratio_75/75-10-8,,cd06,,Grid-75,57776
results/Grid/Ratio_75/75-12-3,,sbk05,,Grid-75,76356
results/Grid/Ratio_75/75-21-7,,sbk05,,Grid-75,30084
results/Grid/Ratio_75/75-26-6,,d02,,Grid-75,20224
results/Grid/Ratio_75/75-17-4,,sbk05,,Grid-75,48524
results/Grid/Ratio_75/75-16-1,,d02,,Grid-75,49192
results/Grid/Ratio_75/75-15-3,0.306,db20,0.864765,Grid-75,36740
results/Grid/Ratio_75/75-26-5,,db20,,Grid-75,56800
results/Grid/Ratio_75/75-25-5,,db20,,Grid-75,69948
results/Grid/Ratio_75/75-17-4,,cd06,,Grid-75,37536
results/Grid/Ratio_75/75-20-10,,cd06,,Grid-75,18712
results/Grid/Ratio_75/75-19-5,,db20,,Grid-75,98056
results/Grid/Ratio_75/75-14-2,,cd06,,Grid-75,48936
results/Grid/Ratio_75/75-10-3,,cd06,,Grid-75,73200
results/Grid/Ratio_75/75-22-10,,d02,,Grid-75,18516
results/Grid/Ratio_75/75-19-6,,sbk05,,Grid-75,72012
results/Grid/Ratio_75/75-17-5,,sbk05,,Grid-75,69252
results/Grid/Ratio_75/75-10-1,,cd05,,Grid-75,59200
results/Grid/Ratio_75/75-24-8,,cd06,,Grid-75,35592
results/Grid/Ratio_75/75-23-7,,d02,,Grid-75,18948
results/Grid/Ratio_75/75-24-6,,cd06,,Grid-75,35604
results/Grid/Ratio_75/75-21-9,,sbk05,,Grid-75,67536
results/Grid/Ratio_75/75-25-8,,db20,,Grid-75,68952
results/Grid/Ratio_75/75-26-10,,sbk05,,Grid-75,18348
results/Grid/Ratio_75/75-21-3,,cd05,,Grid-75,19208
results/Grid/Ratio_75/75-15-4,0.088,db20,0.693719,Grid-75,24596
results/Grid/Ratio_75/75-26-6,,cd05,,Grid-75,35728
results/Grid/Ratio_75/75-24-5,,cd06,,Grid-75,35564
results/Grid/Ratio_75/75-23-6,,cd06,,Grid-75,19984
results/Grid/Ratio_75/75-16-9,,sbk05,,Grid-75,52956
results/Grid/Ratio_75/75-22-6,,cd05,,Grid-75,19700
results/Grid/Ratio_75/75-21-2,,sbk05,,Grid-75,16924
results/Grid/Ratio_75/75-20-2,,cd06,,Grid-75,18876
results/Grid/Ratio_75/75-18-7,,cd05,,Grid-75,17908
results/Grid/Ratio_75/75-10-5,,cd06,,Grid-75,52688
results/Grid/Ratio_75/75-10-3,0.015,db20,0,Grid-75,15156
results/Grid/Ratio_75/75-23-9,,d02,,Grid-75,18972
results/Grid/Ratio_75/75-25-2,,sbk05,,Grid-75,18108
results/Grid/Ratio_75/75-10-7,0.041,db20,0.50254,Grid-75,16960
results/Grid/Ratio_75/75-21-5,,cd05,,Grid-75,19124
results/Grid/Ratio_75/75-26-10,,cd05,,Grid-75,35784
results/Grid/Ratio_75/75-17-2,,cd06,,Grid-75,24536
results/Grid/Ratio_75/75-20-2,,sbk05,,Grid-75,61220
results/Grid/Ratio_75/75-10-4,,sbk05,,Grid-75,78484
results/Grid/Ratio_75/75-24-6,,sbk05,,Grid-75,18488
results/Grid/Ratio_75/75-15-6,,sbk05,,Grid-75,74092
results/Grid/Ratio_75/75-26-4,,cd05,,Grid-75,35624
results/Grid/Ratio_75/75-14-2,,db20,,Grid-75,75508
results/Grid/Ratio_75/75-20-5,,db20,,Grid-75,89260
results/Grid/Ratio_75/75-26-10,,cd06,,Grid-75,35656
results/Grid/Ratio_75/75-14-3,,cd06,,Grid-75,43396
results/Grid/Ratio_75/75-14-4,,cd06,,Grid-75,45124
results/Grid/Ratio_75/75-24-10,,d02,,Grid-75,19536
results/Grid/Ratio_75/75-19-6,,cd06,,Grid-75,18400
results/Grid/Ratio_75/75-15-10,0.156,db20,0.0853112,Grid-75,25852
results/Grid/Ratio_75/75-23-1,,sbk05,,Grid-75,18476
results/Grid/Ratio_75/75-17-7,,d02,,Grid-75,35256
results/Grid/Ratio_75/75-10-5,0.162,d02,0.822155,Grid-75,20632
results/Grid/Ratio_75/75-15-9,,sbk05,,Grid-75,71512
results/Grid/Ratio_75/75-10-4,0.146,d02,0.577558,Grid-75,19828
results/Grid/Ratio_75/75-22-3,,cd06,,Grid-75,19604
results/Grid/Ratio_75/75-24-5,,sbk05,,Grid-75,21368
results/Grid/Ratio_75/75-21-8,,sbk05,,Grid-75,32276
results/Grid/Ratio_75/75-26-8,,cd06,,Grid-75,35664
results/Grid/Ratio_75/75-25-3,,cd05,,Grid-75,35704
results/Grid/Ratio_75/75-17-7,0.838,db20,0.643923,Grid-75,88352
results/Grid/Ratio_75/75-20-10,,d02,,Grid-75,17800
results/Grid/Ratio_75/75-15-6,,cd06,,Grid-75,60316
results/Grid/Ratio_75/75-21-2,,d02,,Grid-75,18064
results/Grid/Ratio_75/75-14-9,,cd06,,Grid-75,32828
results/Grid/Ratio_75/75-16-3,,cd05,,Grid-75,30740
results/Grid/Ratio_75/75-10-9,0.021,db20,0.453433,Grid-75,16536
results/Grid/Ratio_75/75-21-4,,db20,,Grid-75,88064
results/Grid/Ratio_75/75-10-1,0.194,sbk05,0.00118507,Grid-75,26864
results/Grid/Ratio_75/75-24-9,,cd06,,Grid-75,35632
results/Grid/Ratio_75/75-25-3,,sbk05,,Grid-75,18108
results/Grid/Ratio_75/75-16-7,,sbk05,,Grid-75,80136
results/Grid/Ratio_75/75-15-1,,cd05,,Grid-75,44568
results/Grid/Ratio_75/75-18-8,,cd05,,Grid-75,17768
results/Grid/Ratio_75/75-24-1,,sbk05,,Grid-75,17912
results/Grid/Ratio_75/75-26-9,,cd06,,Grid-75,35788
results/Grid/Ratio_75/75-25-6,,cd06,,Grid-75,35772
results/Grid/Ratio_75/75-23-7,,db20,,Grid-75,76804
results/Grid/Ratio_75/75-10-8,0.372,sbk05,0.533205,Grid-75,32876
results/Grid/Ratio_75/75-10-9,,sbk05,,Grid-75,78180
results/Grid/Ratio_75/75-18-10,,db20,,Grid-75,94488
results/Grid/Ratio_75/75-15-5,,cd06,,Grid-75,57316
results/Grid/Ratio_75/75-16-9,,cd05,,Grid-75,26492
results/Grid/Ratio_75/75-17-6,,db20,,Grid-75,95908
results/Grid/Ratio_75/75-20-6,,db20,,Grid-75,80096
results/Grid/Ratio_75/75-12-9,,cd06,,Grid-75,72392
results/Grid/Ratio_75/75-16-3,,cd06,,Grid-75,32840
results/Grid/Ratio_75/75-17-9,,d02,,Grid-75,38152
results/Grid/Ratio_75/75-12-7,,sbk05,,Grid-75,74916
results/Grid/Ratio_75/75-22-4,,cd05,,Grid-75,19588
results/Grid/Ratio_75/75-26-2,,cd05,,Grid-75,35540
results/Grid/Ratio_75/75-15-10,,sbk05,,Grid-75,84452
results/Grid/Ratio_75/75-26-5,,cd06,,Grid-75,35696
results/Grid/Ratio_75/75-12-2,,d02,,Grid-75,58588
results/Grid/Ratio_75/75-14-3,,cd05,,Grid-75,36536
results/Grid/Ratio_75/75-19-8,,d02,,Grid-75,26860
results/Grid/Ratio_75/75-25-8,,cd05,,Grid-75,35808
results/Grid/Ratio_75/75-15-4,,cd06,,Grid-75,64704
results/Grid/Ratio_75/75-15-10,,cd05,,Grid-75,41440
results/Grid/Ratio_75/75-24-2,,db20,,Grid-75,150932
results/Grid/Ratio_75/75-14-9,,sbk05,,Grid-75,71848
results/Grid/Ratio_75/75-14-5,,sbk05,,Grid-75,75940
results/Grid/Ratio_75/75-16-7,,cd05,,Grid-75,41948
results/Grid/Ratio_75/75-25-2,,d02,,Grid-75,20172
results/Grid/Ratio_75/75-14-8,0.605,db20,0.676701,Grid-75,54436
results/Grid/Ratio_75/75-20-10,,db20,,Grid-75,83572
results/Grid/Ratio_75/75-26-3,,db20,,Grid-75,70844
results/Grid/Ratio_75/75-12-4,0.371,sbk05,0.132673,Grid-75,35892
results/Grid/Ratio_75/75-17-7,,sbk05,,Grid-75,54404
results/Grid/Ratio_75/75-17-3,,cd05,,Grid-75,28200
results/Grid/Ratio_75/75-20-1,,cd06,,Grid-75,18528
results/Grid/Ratio_75/75-15-7,,cd05,,Grid-75,36996
results/Grid/Ratio_75/75-18-2,,cd05,,Grid-75,36904
results/Grid/Ratio_75/75-16-2,,cd05,,Grid-75,43504
results/Grid/Ratio_75/75-22-1,,sbk05,,Grid-75,38760
results/Grid/Ratio_75/75-24-10,,db20,,Grid-75,72284
results/Grid/Ratio_75/75-12-10,,cd06,,Grid-75,52724
results/Grid/Ratio_75/75-12-1,0.077,db20,0.228995,Grid-75,19912
results/Grid/Ratio_75/75-26-6,,db20,,Grid-75,67752
results/Grid/Ratio_75/75-21-1,,d02,,Grid-75,18292
results/Grid/Ratio_75/75-14-1,,cd06,,Grid-75,68820
results/Grid/Ratio_75/75-12-2,0.06,db20,0.888494,Grid-75,19612
results/Grid/Ratio_75/75-18-4,,cd06,,Grid-75,17824
results/Grid/Ratio_75/75-20-9,,db20,,Grid-75,116788
results/Grid/Ratio_75/75-21-6,,db20,,Grid-75,80264
results/Grid/Ratio_75/75-15-4,,sbk05,,Grid-75,74728
results/Grid/Ratio_75/75-25-5,,d02,,Grid-75,20272
results/Grid/Ratio_75/75-19-3,,sbk05,,Grid-75,67404
results/Grid/Ratio_75/75-18-2,,cd06,,Grid-75,24320
results/Grid/Ratio_75/75-20-5,,cd05,,Grid-75,18788
results/Grid/Ratio_75/75-14-7,,d02,,Grid-75,46828
results/Grid/Ratio_75/75-16-1,,sbk05,,Grid-75,74000
results/Grid/Ratio_75/75-24-5,,d02,,Grid-75,19176
results/Grid/Ratio_75/75-24-8,,sbk05,,Grid-75,17592
results/Grid/Ratio_75/75-10-6,,sbk05,,Grid-75,64112
results/Grid/Ratio_75/75-12-4,0.068,db20,0.132673,Grid-75,20452
results/Grid/Ratio_75/75-16-5,,sbk05,,Grid-75,71400
results/Grid/Ratio_75/75-21-5,,sbk05,,Grid-75,23752
results/Grid/Ratio_75/75-26-2,,sbk05,,Grid-75,18196
results/Grid/Ratio_75/75-10-7,,d02,,Grid-75,75408
results/Grid/Ratio_75/75-19-6,,d02,,Grid-75,17724
results/Grid/Ratio_75/75-12-5,0.101,db20,0.917776,Grid-75,21996
results/Grid/Ratio_75/75-18-8,,sbk05,,Grid-75,64976
results/Grid/Ratio_75/75-20-2,,db20,,Grid-75,82440
results/Grid/Ratio_75/75-14-10,,cd05,,Grid-75,49604
results/Grid/Ratio_75/75-14-5,,cd05,,Grid-75,70108
results/Grid/Ratio_75/75-22-2,,db20,,Grid-75,76956
results/Grid/Ratio_75/75-19-8,,db20,,Grid-75,93524
results/Grid/Ratio_75/75-22-4,,db20,,Grid-75,73220
results/Grid/Ratio_75/75-19-8,,cd05,,Grid-75,18292
results/Grid/Ratio_75/75-24-8,,db20,,Grid-75,81112
results/Grid/Ratio_75/75-17-6,,sbk05,,Grid-75,72280
results/Grid/Ratio_75/75-26-10,,d02,,Grid-75,20272
results/Grid/Ratio_75/75-23-6,,sbk05,,Grid-75,17656
results/Grid/Ratio_75/75-12-9,,sbk05,,Grid-75,74440
results/Grid/Ratio_75/75-24-8,,cd05,,Grid-75,35596
results/Grid/Ratio_75/75-20-6,,cd05,,Grid-75,18788
results/Grid/Ratio_75/75-22-7,,d02,,Grid-75,19016
results/Grid/Ratio_75/75-15-4,,d02,,Grid-75,73716
results/Grid/Ratio_75/75-23-10,,db20,,Grid-75,73596
results/Grid/Ratio_75/75-22-9,,sbk05,,Grid-75,17124
results/Grid/Ratio_75/75-15-8,0.056,db20,0.622779,Grid-75,19948
results/Grid/Ratio_75/75-15-3,,d02,,Grid-75,51388
results/Grid/Ratio_75/75-21-1,,sbk05,,Grid-75,43728
results/Grid/Ratio_75/75-20-9,,cd06,,Grid-75,18704
results/Grid/Ratio_75/75-19-8,,sbk05,,Grid-75,66136
results/Grid/Ratio_75/75-14-10,,cd06,,Grid-75,36732
results/Grid/Ratio_75/75-20-8,,cd05,,Grid-75,18936
results/Grid/Ratio_75/75-18-5,,sbk05,,Grid-75,48180
results/Grid/Ratio_75/75-10-6,0.175,d02,0.854905,Grid-75,17144
results/Grid/Ratio_75/75-19-5,,cd06,,Grid-75,18336
results/Grid/Ratio_75/75-22-10,,db20,,Grid-75,72768
results/Grid/Ratio_75/75-23-2,,db20,,Grid-75,72868
results/Grid/Ratio_75/75-23-4,,cd05,,Grid-75,35580
results/Grid/Ratio_75/75-17-10,,d02,,Grid-75,45064
results/Grid/Ratio_75/75-25-8,,cd06,,Grid-75,35772
results/Grid/Ratio_75/75-21-8,,cd05,,Grid-75,18916
results/Grid/Ratio_75/75-24-1,,db20,,Grid-75,71640
results/Grid/Ratio_75/75-17-5,,db20,,Grid-75,81232
results/Grid/Ratio_75/75-25-2,,db20,,Grid-75,79332
results/Grid/Ratio_75/75-18-4,,sbk05,,Grid-75,51352
results/Grid/Ratio_75/75-18-4,,db20,,Grid-75,111208
results/Grid/Ratio_75/75-14-5,,cd06,,Grid-75,65652
results/Grid/Ratio_75/75-22-7,,sbk05,,Grid-75,36436
results/Grid/Ratio_75/75-22-2,,cd05,,Grid-75,19860
results/Grid/Ratio_75/75-19-10,,d02,,Grid-75,17692
results/Grid/Ratio_75/75-18-9,,d02,,Grid-75,27904
results/Grid/Ratio_75/75-25-4,,d02,,Grid-75,20052
results/Grid/Ratio_75/75-14-2,,d02,,Grid-75,52996
results/Grid/Ratio_75/75-12-7,,cd05,,Grid-75,48576
results/Grid/Ratio_75/75-24-4,,cd06,,Grid-75,35524
results/Grid/Ratio_75/75-22-4,,cd06,,Grid-75,19592
results/Grid/Ratio_75/75-17-8,,d02,,Grid-75,28440
results/Grid/Ratio_75/75-21-6,,d02,,Grid-75,18712
results/Grid/Ratio_75/75-21-9,0.212,db20,0,Grid-75,42344
results/Grid/Ratio_75/75-18-4,,cd05,,Grid-75,29956
results/Grid/Ratio_75/75-12-10,0.471,sbk05,0.953679,Grid-75,43108
results/Grid/Ratio_75/75-16-7,,cd06,,Grid-75,28944
results/Grid/Ratio_75/75-21-7,,cd05,,Grid-75,19332
results/Grid/Ratio_75/75-10-5,,cd05,,Grid-75,51044
results/Grid/Ratio_75/75-22-10,,cd06,,Grid-75,19264
results/Grid/Ratio_75/75-21-5,,db20,,Grid-75,92784
results/Grid/Ratio_75/75-17-4,0.797,db20,0.796218,Grid-75,81876
results/Grid/Ratio_75/75-15-5,,cd05,,Grid-75,40632
results/Grid/Ratio_75/75-24-6,,cd05,,Grid-75,35532
results/Grid/Ratio_75/75-25-1,,sbk05,,Grid-75,20300
results/Grid/Ratio_75/75-16-5,,cd06,,Grid-75,36148
results/Grid/Ratio_75/75-16-5,,d02,,Grid-75,69532
results/Grid/Ratio_75/75-18-1,,sbk05,,Grid-75,66144
results/Grid/Ratio_75/75-15-4,,cd05,,Grid-75,60160
results/Grid/Ratio_75/75-20-1,,cd05,,Grid-75,18636
results/Grid/Ratio_75/75-23-2,,d02,,Grid-75,18884
results/Grid/Ratio_75/75-14-7,,cd06,,Grid-75,43844
results/Grid/Ratio_75/75-26-5,,d02,,Grid-75,20356
results/Grid/Ratio_75/75-18-8,,db20,,Grid-75,106932
results/Grid/Ratio_75/75-24-3,,d02,,Grid-75,19436
results/Grid/Ratio_75/75-19-7,,sbk05,,Grid-75,49004
results/Grid/Ratio_75/75-26-1,,cd05,,Grid-75,35776
results/Grid/Ratio_75/75-25-3,,cd06,,Grid-75,35720
results/Grid/Ratio_75/75-25-9,,cd05,,Grid-75,35688
results/Grid/Ratio_75/75-14-8,,d02,,Grid-75,68284
results/Grid/Ratio_75/75-25-7,,cd05,,Grid-75,35756
results/Grid/Ratio_75/75-16-8,,cd05,,Grid-75,40932
results/Grid/Ratio_75/75-16-3,,sbk05,,Grid-75,54380
results/Grid/Ratio_75/75-17-5,,cd06,,Grid-75,35644
results/Grid/Ratio_75/75-26-1,,sbk05,,Grid-75,18180
results/Grid/Ratio_75/75-24-9,,cd05,,Grid-75,35580
results/Grid/Ratio_75/75-12-5,,cd05,,Grid-75,51880
results/Grid/Ratio_75/75-15-5,,sbk05,,Grid-75,74872
results/Grid/Ratio_75/75-23-1,,cd06,,Grid-75,35432
results/Grid/Ratio_75/75-25-5,,cd05,,Grid-75,35828
results/Grid/Ratio_75/75-12-4,,d02,,Grid-75,72528
results/Grid/Ratio_75/75-24-7,,db20,,Grid-75,71216
results/Grid/Ratio_75/75-17-10,,sbk05,,Grid-75,74224
