instance,time,encoding,answer,dataset,memory
results/DQMR/qmr-70/or-70-5-8-20,,cd06,,DQMR-70,58028
results/DQMR/qmr-70/or-70-5-2-10,,cd06,,DQMR-70,48740
results/DQMR/qmr-70/or-70-5-10-40,0.187,cd06,0.000692952,DQMR-70,16056
results/DQMR/qmr-70/or-70-10-10-30,0.149,cd05,0.179589,DQMR-70,16984
results/DQMR/qmr-70/or-70-10-5-30,0.134,cd06,0.010157,DQMR-70,18004
results/DQMR/qmr-70/or-70-20-2-40,0.05,db20,7.26151e-08,DQMR-70,15504
results/DQMR/qmr-70/or-70-20-2-30,,cd05,,DQMR-70,71764
results/DQMR/qmr-70/or-70-20-4-20,,cd06,,DQMR-70,52748
results/DQMR/qmr-70/or-70-20-3-40,0.146,sbk05,0,DQMR-70,18200
results/DQMR/qmr-70/or-70-10-1-40,0.034,db20,6.28723e-07,DQMR-70,15496
results/DQMR/qmr-70/or-70-10-5-30,0.117,cd05,0.010157,DQMR-70,16688
results/DQMR/qmr-70/or-70-10-9-40,0.03,db20,3.97315e-07,DQMR-70,15580
results/DQMR/qmr-70/or-70-20-5-30,,cd06,,DQMR-70,50280
results/DQMR/qmr-70/or-70-20-10-40,0.128,d02,2.23328e-07,DQMR-70,15572
results/DQMR/qmr-70/or-70-20-6-20,0.075,d02,0.000210892,DQMR-70,15504
results/DQMR/qmr-70/or-70-10-6-40,0.08,cd06,1.12889e-05,DQMR-70,15588
results/DQMR/qmr-70/or-70-20-3-30,,cd06,,DQMR-70,81632
results/DQMR/qmr-70/or-70-10-2-20,,cd06,,DQMR-70,69604
results/DQMR/qmr-70/or-70-20-3-30,0.118,db20,1.99495e-06,DQMR-70,20696
results/DQMR/qmr-70/or-70-5-6-20,,cd05,,DQMR-70,73144
results/DQMR/qmr-70/or-70-10-9-40,0.114,cd06,0.000145783,DQMR-70,17100
results/DQMR/qmr-70/or-70-10-10-20,0.042,db20,0.00646108,DQMR-70,15660
results/DQMR/qmr-70/or-70-20-9-10,0.061,sbk05,0.000378167,DQMR-70,15292
results/DQMR/qmr-70/or-70-10-9-30,,cd05,,DQMR-70,61232
results/DQMR/qmr-70/or-70-5-1-40,0.143,cd06,0.000364536,DQMR-70,15456
results/DQMR/qmr-70/or-70-20-2-10,0.033,db20,0.00549853,DQMR-70,15308
results/DQMR/qmr-70/or-70-10-2-40,0.035,sbk05,5.6134e-11,DQMR-70,15020
results/DQMR/qmr-70/or-70-10-1-30,0.062,d02,1.51867e-05,DQMR-70,15208
results/DQMR/qmr-70/or-70-10-9-10,0.029,db20,0.00585813,DQMR-70,15472
results/DQMR/qmr-70/or-70-20-1-30,,cd05,,DQMR-70,71524
results/DQMR/qmr-70/or-70-20-3-30,0.079,sbk05,4.13263e-10,DQMR-70,16328
results/DQMR/qmr-70/or-70-5-10-30,,cd06,,DQMR-70,55672
results/DQMR/qmr-70/or-70-10-5-20,,cd06,,DQMR-70,53316
results/DQMR/qmr-70/or-70-20-2-30,0.122,d02,1.58609e-06,DQMR-70,16128
results/DQMR/qmr-70/or-70-20-1-10,0.146,d02,0.000259306,DQMR-70,15636
results/DQMR/qmr-70/or-70-5-7-20,,cd05,,DQMR-70,73568
results/DQMR/qmr-70/or-70-20-1-10,0.048,sbk05,8.30888e-06,DQMR-70,15108
results/DQMR/qmr-70/or-70-5-10-40,0.159,cd05,0.000692952,DQMR-70,17036
results/DQMR/qmr-70/or-70-5-9-30,0.112,cd05,2.47144e-05,DQMR-70,15912
results/DQMR/qmr-70/or-70-5-5-20,,cd05,,DQMR-70,71364
results/DQMR/qmr-70/or-70-10-10-30,0.047,d02,0.00147809,DQMR-70,15008
results/DQMR/qmr-70/or-70-10-4-10,,cd05,,DQMR-70,73028
results/DQMR/qmr-70/or-70-5-3-30,0.068,sbk05,0.00886821,DQMR-70,15124
results/DQMR/qmr-70/or-70-10-1-20,0.058,d02,0.000235952,DQMR-70,15416
results/DQMR/qmr-70/or-70-10-5-40,0.156,cd05,1.43603e-05,DQMR-70,15984
results/DQMR/qmr-70/or-70-5-2-30,0.03,sbk05,4.30403e-07,DQMR-70,14972
results/DQMR/qmr-70/or-70-20-10-40,,cd05,,DQMR-70,72596
results/DQMR/qmr-70/or-70-10-4-40,0.03,db20,1.08888e-06,DQMR-70,15712
results/DQMR/qmr-70/or-70-5-10-30,,cd05,,DQMR-70,72856
results/DQMR/qmr-70/or-70-5-8-30,0.126,cd06,3.07902e-05,DQMR-70,16172
results/DQMR/qmr-70/or-70-10-2-30,,cd06,,DQMR-70,53660
results/DQMR/qmr-70/or-70-10-3-40,0.051,db20,9.79217e-08,DQMR-70,15468
results/DQMR/qmr-70/or-70-20-5-10,0.048,db20,0.0102739,DQMR-70,15512
results/DQMR/qmr-70/or-70-5-9-20,0.046,d02,0.000392525,DQMR-70,15256
results/DQMR/qmr-70/or-70-5-6-40,0.06,sbk05,0.00121236,DQMR-70,15196
results/DQMR/qmr-70/or-70-20-5-20,0.027,db20,0.00113353,DQMR-70,15516
results/DQMR/qmr-70/or-70-20-8-10,,cd05,,DQMR-70,71832
results/DQMR/qmr-70/or-70-10-5-20,,cd05,,DQMR-70,72176
results/DQMR/qmr-70/or-70-20-5-30,0.114,d02,0.000232374,DQMR-70,15596
results/DQMR/qmr-70/or-70-10-4-40,,cd06,,DQMR-70,51572
results/DQMR/qmr-70/or-70-5-9-30,0.051,db20,1.14572e-06,DQMR-70,15692
results/DQMR/qmr-70/or-70-20-3-40,0.125,d02,7.95341e-10,DQMR-70,15964
results/DQMR/qmr-70/or-70-10-3-20,0.037,db20,0.000209921,DQMR-70,15440
results/DQMR/qmr-70/or-70-5-4-30,0.045,sbk05,6.79442e-08,DQMR-70,15260
results/DQMR/qmr-70/or-70-10-9-30,0.036,db20,4.69194e-06,DQMR-70,15568
results/DQMR/qmr-70/or-70-5-4-30,,cd06,,DQMR-70,50732
results/DQMR/qmr-70/or-70-5-2-10,0.063,d02,0.0596344,DQMR-70,15396
results/DQMR/qmr-70/or-70-20-7-20,,cd05,,DQMR-70,72304
results/DQMR/qmr-70/or-70-10-1-20,0.053,sbk05,9.9066e-06,DQMR-70,15308
results/DQMR/qmr-70/or-70-20-9-40,0.046,db20,8.51247e-09,DQMR-70,15612
results/DQMR/qmr-70/or-70-20-4-20,0.041,db20,0.00158622,DQMR-70,15608
results/DQMR/qmr-70/or-70-20-7-40,0.124,sbk05,0,DQMR-70,18704
results/DQMR/qmr-70/or-70-10-10-40,0.097,cd05,0.0269651,DQMR-70,15744
results/DQMR/qmr-70/or-70-10-1-20,0.031,db20,0.000235952,DQMR-70,15504
results/DQMR/qmr-70/or-70-5-6-40,0.058,d02,0.00242473,DQMR-70,14964
results/DQMR/qmr-70/or-70-20-6-10,0.09,sbk05,0.00144656,DQMR-70,15344
results/DQMR/qmr-70/or-70-10-6-40,0.037,db20,7.13849e-07,DQMR-70,15520
results/DQMR/qmr-70/or-70-20-9-30,0.05,d02,4.87587e-07,DQMR-70,15308
results/DQMR/qmr-70/or-70-10-3-30,0.129,cd05,0.000818699,DQMR-70,17564
results/DQMR/qmr-70/or-70-5-2-40,0.121,cd06,4.49915e-05,DQMR-70,15708
results/DQMR/qmr-70/or-70-10-9-10,,cd05,,DQMR-70,70708
results/DQMR/qmr-70/or-70-5-10-20,0.079,d02,0.00250509,DQMR-70,15188
results/DQMR/qmr-70/or-70-5-3-40,0.086,cd06,0.0215784,DQMR-70,15496
results/DQMR/qmr-70/or-70-5-2-10,0.039,db20,0.0596344,DQMR-70,15384
results/DQMR/qmr-70/or-70-5-4-30,0.086,d02,1.69736e-06,DQMR-70,15372
results/DQMR/qmr-70/or-70-10-8-40,0.115,cd06,7.15103e-05,DQMR-70,15680
results/DQMR/qmr-70/or-70-5-1-30,0.121,cd05,0.000558229,DQMR-70,15788
results/DQMR/qmr-70/or-70-5-4-30,0.037,db20,1.69736e-06,DQMR-70,15756
results/DQMR/qmr-70/or-70-20-1-20,,cd05,,DQMR-70,72792
results/DQMR/qmr-70/or-70-5-8-40,0.069,db20,5.06277e-07,DQMR-70,15352
results/DQMR/qmr-70/or-70-5-7-40,0.122,cd05,0.000193244,DQMR-70,15660
results/DQMR/qmr-70/or-70-20-8-30,,cd06,,DQMR-70,54996
results/DQMR/qmr-70/or-70-20-7-40,,cd05,,DQMR-70,73036
results/DQMR/qmr-70/or-70-20-10-10,,cd06,,DQMR-70,53980
results/DQMR/qmr-70/or-70-20-2-30,0.059,db20,1.58609e-06,DQMR-70,16812
results/DQMR/qmr-70/or-70-20-5-40,0.087,d02,5.59279e-07,DQMR-70,15740
results/DQMR/qmr-70/or-70-10-5-10,0.064,sbk05,0.0588583,DQMR-70,15152
results/DQMR/qmr-70/or-70-10-1-30,,cd05,,DQMR-70,78012
results/DQMR/qmr-70/or-70-10-10-10,0.064,d02,0.0557965,DQMR-70,15552
results/DQMR/qmr-70/or-70-20-7-10,0.07,sbk05,0.00169494,DQMR-70,15288
results/DQMR/qmr-70/or-70-10-9-20,,cd05,,DQMR-70,74920
results/DQMR/qmr-70/or-70-10-2-20,0.093,d02,0.00214058,DQMR-70,15252
results/DQMR/qmr-70/or-70-10-6-20,0.074,d02,0.00102968,DQMR-70,15484
results/DQMR/qmr-70/or-70-10-10-10,,cd05,,DQMR-70,70680
results/DQMR/qmr-70/or-70-20-6-30,0.027,db20,2.67507e-06,DQMR-70,15280
results/DQMR/qmr-70/or-70-20-6-40,0.131,cd06,0.0076364,DQMR-70,16632
results/DQMR/qmr-70/or-70-20-4-10,0.039,db20,0.0214109,DQMR-70,15276
results/DQMR/qmr-70/or-70-20-2-10,0.051,sbk05,0.000632175,DQMR-70,15068
results/DQMR/qmr-70/or-70-10-6-10,0.034,db20,0.0619961,DQMR-70,15560
results/DQMR/qmr-70/or-70-10-7-30,,cd06,,DQMR-70,55224
results/DQMR/qmr-70/or-70-20-10-20,0.157,d02,0.00122963,DQMR-70,15812
results/DQMR/qmr-70/or-70-20-1-20,0.106,d02,9.86046e-06,DQMR-70,15672
results/DQMR/qmr-70/or-70-10-7-40,0.195,cd05,2.77353e-06,DQMR-70,22468
results/DQMR/qmr-70/or-70-20-2-10,0.089,d02,0.00549853,DQMR-70,15648
results/DQMR/qmr-70/or-70-20-7-20,,cd06,,DQMR-70,50856
results/DQMR/qmr-70/or-70-5-5-30,0.05,d02,0.0109743,DQMR-70,15240
results/DQMR/qmr-70/or-70-10-7-40,0.205,cd06,2.77353e-06,DQMR-70,21404
results/DQMR/qmr-70/or-70-20-8-10,,cd06,,DQMR-70,62948
results/DQMR/qmr-70/or-70-20-9-10,0.063,d02,0.000829625,DQMR-70,15376
results/DQMR/qmr-70/or-70-10-10-30,0.103,cd06,0.179589,DQMR-70,17412
results/DQMR/qmr-70/or-70-10-8-20,0.044,d02,0.000684961,DQMR-70,15264
results/DQMR/qmr-70/or-70-5-3-10,,cd05,,DQMR-70,73356
results/DQMR/qmr-70/or-70-10-9-10,,cd06,,DQMR-70,54588
results/DQMR/qmr-70/or-70-10-4-20,,cd05,,DQMR-70,72500
results/DQMR/qmr-70/or-70-5-3-40,0.026,sbk05,0.000961812,DQMR-70,15184
results/DQMR/qmr-70/or-70-5-9-10,,cd06,,DQMR-70,50344
results/DQMR/qmr-70/or-70-20-1-30,0.064,sbk05,2.00761e-09,DQMR-70,15448
results/DQMR/qmr-70/or-70-20-7-40,,cd06,,DQMR-70,50192
results/DQMR/qmr-70/or-70-5-4-40,0.185,cd06,2.86096e-06,DQMR-70,15840
results/DQMR/qmr-70/or-70-20-5-30,,cd05,,DQMR-70,75240
results/DQMR/qmr-70/or-70-5-7-20,0.041,db20,0.00267045,DQMR-70,15536
results/DQMR/qmr-70/or-70-5-6-10,0.079,d02,0.100233,DQMR-70,15440
results/DQMR/qmr-70/or-70-10-6-20,,cd05,,DQMR-70,38708
results/DQMR/qmr-70/or-70-10-5-40,0.054,sbk05,9.20738e-12,DQMR-70,15236
results/DQMR/qmr-70/or-70-20-5-10,0.108,d02,0.0102739,DQMR-70,15456
results/DQMR/qmr-70/or-70-5-10-10,0.031,db20,0.00542374,DQMR-70,15340
results/DQMR/qmr-70/or-70-10-5-10,,cd06,,DQMR-70,73196
results/DQMR/qmr-70/or-70-5-7-40,0.126,cd06,0.000193244,DQMR-70,15760
results/DQMR/qmr-70/or-70-5-2-20,0.044,sbk05,0.00209585,DQMR-70,15224
results/DQMR/qmr-70/or-70-20-1-10,,cd06,,DQMR-70,55828
results/DQMR/qmr-70/or-70-5-2-20,0.059,d02,0.00483785,DQMR-70,15164
results/DQMR/qmr-70/or-70-10-7-30,0.041,sbk05,4.25274e-11,DQMR-70,15204
results/DQMR/qmr-70/or-70-10-9-30,0.057,d02,4.69194e-06,DQMR-70,15372
results/DQMR/qmr-70/or-70-5-5-40,0.052,db20,0.00611054,DQMR-70,15516
results/DQMR/qmr-70/or-70-5-9-20,0.046,sbk05,0.000180337,DQMR-70,15128
results/DQMR/qmr-70/or-70-20-2-20,0.097,sbk05,2.29834e-08,DQMR-70,15432
results/DQMR/qmr-70/or-70-20-4-30,,cd05,,DQMR-70,74872
results/DQMR/qmr-70/or-70-5-6-20,0.076,d02,0.0378234,DQMR-70,15320
results/DQMR/qmr-70/or-70-5-3-40,0.052,db20,0.00384725,DQMR-70,15240
results/DQMR/qmr-70/or-70-20-7-10,,cd06,,DQMR-70,47696
results/DQMR/qmr-70/or-70-5-3-30,0.121,cd06,0.20356,DQMR-70,15884
results/DQMR/qmr-70/or-70-10-5-10,0.046,db20,0.0971275,DQMR-70,15240
results/DQMR/qmr-70/or-70-5-4-40,0.173,cd05,2.86096e-06,DQMR-70,15576
results/DQMR/qmr-70/or-70-10-3-10,0.044,db20,0.000951887,DQMR-70,15332
results/DQMR/qmr-70/or-70-5-4-40,0.037,db20,1.55998e-07,DQMR-70,15508
results/DQMR/qmr-70/or-70-20-10-40,,cd06,,DQMR-70,42156
results/DQMR/qmr-70/or-70-5-4-20,0.082,d02,0.00501677,DQMR-70,15272
results/DQMR/qmr-70/or-70-10-4-10,0.087,sbk05,0.00055598,DQMR-70,15144
results/DQMR/qmr-70/or-70-5-5-20,,cd06,,DQMR-70,52444
results/DQMR/qmr-70/or-70-5-1-30,0.036,sbk05,0.00015668,DQMR-70,15048
results/DQMR/qmr-70/or-70-5-5-30,0.035,db20,0.0109743,DQMR-70,15412
results/DQMR/qmr-70/or-70-10-3-30,0.024,db20,5.54818e-06,DQMR-70,15580
results/DQMR/qmr-70/or-70-20-9-20,0.05,sbk05,1.06061e-06,DQMR-70,14968
results/DQMR/qmr-70/or-70-10-4-10,,cd06,,DQMR-70,56176
results/DQMR/qmr-70/or-70-20-2-20,0.105,d02,1.12866e-05,DQMR-70,15804
results/DQMR/qmr-70/or-70-20-10-10,,cd05,,DQMR-70,73004
results/DQMR/qmr-70/or-70-10-9-30,0.035,sbk05,3.24434e-07,DQMR-70,15288
results/DQMR/qmr-70/or-70-10-3-20,0.05,sbk05,3.56167e-06,DQMR-70,15264
results/DQMR/qmr-70/or-70-5-2-20,,cd05,,DQMR-70,72120
results/DQMR/qmr-70/or-70-10-3-10,,cd06,,DQMR-70,46660
results/DQMR/qmr-70/or-70-5-9-30,0.029,sbk05,3.91407e-07,DQMR-70,15236
results/DQMR/qmr-70/or-70-5-7-10,0.1,d02,0.0122569,DQMR-70,15468
results/DQMR/qmr-70/or-70-5-8-20,0.063,sbk05,0.000382143,DQMR-70,15276
results/DQMR/qmr-70/or-70-20-7-30,0.093,sbk05,4.08187e-11,DQMR-70,16508
results/DQMR/qmr-70/or-70-10-5-10,0.108,d02,0.0971275,DQMR-70,15288
results/DQMR/qmr-70/or-70-5-2-10,,cd05,,DQMR-70,72272
results/DQMR/qmr-70/or-70-10-8-40,0.037,d02,2.14948e-06,DQMR-70,15408
results/DQMR/qmr-70/or-70-20-1-30,0.098,d02,1.89198e-06,DQMR-70,15876
results/DQMR/qmr-70/or-70-10-1-30,0.038,sbk05,3.04187e-07,DQMR-70,15160
results/DQMR/qmr-70/or-70-10-9-10,0.069,sbk05,0.00247085,DQMR-70,15164
results/DQMR/qmr-70/or-70-20-5-10,,cd06,,DQMR-70,68732
results/DQMR/qmr-70/or-70-5-1-10,,cd05,,DQMR-70,73260
results/DQMR/qmr-70/or-70-10-3-10,,cd05,,DQMR-70,74988
results/DQMR/qmr-70/or-70-20-7-20,0.091,sbk05,3.56319e-08,DQMR-70,15520
results/DQMR/qmr-70/or-70-10-1-30,0.038,db20,1.51867e-05,DQMR-70,15552
results/DQMR/qmr-70/or-70-20-2-30,0.061,sbk05,5.16182e-10,DQMR-70,15488
results/DQMR/qmr-70/or-70-5-7-10,,cd05,,DQMR-70,73284
results/DQMR/qmr-70/or-70-5-6-20,0.041,sbk05,0.0232823,DQMR-70,15172
results/DQMR/qmr-70/or-70-5-9-20,0.16,cd05,0.0131661,DQMR-70,19356
results/DQMR/qmr-70/or-70-20-10-40,0.043,db20,2.23328e-07,DQMR-70,16400
results/DQMR/qmr-70/or-70-5-8-10,,cd06,,DQMR-70,41688
results/DQMR/qmr-70/or-70-20-10-30,0.129,d02,5.73132e-05,DQMR-70,15824
results/DQMR/qmr-70/or-70-20-2-40,0.083,d02,7.26151e-08,DQMR-70,15716
results/DQMR/qmr-70/or-70-5-3-10,0.051,d02,0.128512,DQMR-70,15208
results/DQMR/qmr-70/or-70-20-1-20,,cd06,,DQMR-70,54496
results/DQMR/qmr-70/or-70-5-8-30,0.109,cd05,3.07902e-05,DQMR-70,16208
results/DQMR/qmr-70/or-70-5-3-20,0.151,cd05,0.0330438,DQMR-70,15852
results/DQMR/qmr-70/or-70-20-2-40,,cd05,,DQMR-70,72124
results/DQMR/qmr-70/or-70-20-2-30,,cd06,,DQMR-70,71468
results/DQMR/qmr-70/or-70-20-4-40,0.084,d02,6.67464e-10,DQMR-70,15496
results/DQMR/qmr-70/or-70-5-10-20,,cd05,,DQMR-70,72712
results/DQMR/qmr-70/or-70-5-7-30,0.044,sbk05,2.35627e-07,DQMR-70,15136
results/DQMR/qmr-70/or-70-10-1-10,,cd05,,DQMR-70,72492
results/DQMR/qmr-70/or-70-20-9-10,,cd06,,DQMR-70,54096
results/DQMR/qmr-70/or-70-20-5-20,,cd06,,DQMR-70,84244
results/DQMR/qmr-70/or-70-5-6-30,0.323,cd05,0.299345,DQMR-70,22928
results/DQMR/qmr-70/or-70-10-6-20,0.061,sbk05,0.000298598,DQMR-70,15288
results/DQMR/qmr-70/or-70-10-10-10,0.044,db20,0.0557965,DQMR-70,15368
results/DQMR/qmr-70/or-70-20-8-10,0.033,db20,0.0348516,DQMR-70,15532
results/DQMR/qmr-70/or-70-5-9-10,0.046,db20,0.0129928,DQMR-70,15484
results/DQMR/qmr-70/or-70-5-9-40,0.112,cd05,1.16392e-06,DQMR-70,15540
results/DQMR/qmr-70/or-70-5-10-20,,cd06,,DQMR-70,49184
results/DQMR/qmr-70/or-70-5-5-40,0.035,sbk05,0.00227187,DQMR-70,15084
results/DQMR/qmr-70/or-70-20-3-40,,cd06,,DQMR-70,71160
results/DQMR/qmr-70/or-70-20-10-20,0.042,db20,0.00122963,DQMR-70,15948
results/DQMR/qmr-70/or-70-5-8-30,0.059,sbk05,1.04738e-07,DQMR-70,15184
results/DQMR/qmr-70/or-70-20-9-20,,cd06,,DQMR-70,58360
results/DQMR/qmr-70/or-70-5-6-40,0.106,cd06,0.00600902,DQMR-70,15516
results/DQMR/qmr-70/or-70-10-7-10,0.04,db20,0.0557965,DQMR-70,15480
results/DQMR/qmr-70/or-70-20-10-30,,cd05,,DQMR-70,73016
results/DQMR/qmr-70/or-70-5-1-20,0.054,sbk05,0.000634952,DQMR-70,15168
results/DQMR/qmr-70/or-70-20-7-30,,cd06,,DQMR-70,48556
results/DQMR/qmr-70/or-70-20-1-40,0.055,sbk05,0,DQMR-70,15628
results/DQMR/qmr-70/or-70-20-3-40,0.138,db20,7.95341e-10,DQMR-70,24472
results/DQMR/qmr-70/or-70-20-3-10,,cd06,,DQMR-70,41456
results/DQMR/qmr-70/or-70-10-10-20,,cd05,,DQMR-70,40188
results/DQMR/qmr-70/or-70-20-5-40,0.05,sbk05,2.66596e-11,DQMR-70,15468
results/DQMR/qmr-70/or-70-5-1-30,0.036,db20,0.00015668,DQMR-70,15572
results/DQMR/qmr-70/or-70-20-4-30,,cd06,,DQMR-70,49252
results/DQMR/qmr-70/or-70-5-5-30,0.101,cd05,0.115327,DQMR-70,15684
results/DQMR/qmr-70/or-70-20-2-20,,cd05,,DQMR-70,72496
results/DQMR/qmr-70/or-70-5-1-40,0.108,cd05,0.000364536,DQMR-70,15380
results/DQMR/qmr-70/or-70-10-4-20,0.073,sbk05,7.0957e-07,DQMR-70,15528
results/DQMR/qmr-70/or-70-5-3-40,0.118,cd05,0.0215784,DQMR-70,15728
results/DQMR/qmr-70/or-70-10-2-10,0.046,db20,0.0196135,DQMR-70,15476
results/DQMR/qmr-70/or-70-10-3-20,,cd06,,DQMR-70,53260
results/DQMR/qmr-70/or-70-20-9-30,0.183,cd05,0.00614262,DQMR-70,19124
results/DQMR/qmr-70/or-70-10-7-30,0.034,db20,2.77487e-08,DQMR-70,15412
results/DQMR/qmr-70/or-70-5-8-30,0.077,d02,1.21754e-06,DQMR-70,15380
results/DQMR/qmr-70/or-70-20-8-20,0.171,d02,0.00307844,DQMR-70,15848
results/DQMR/qmr-70/or-70-10-9-30,0.426,cd06,0.00527991,DQMR-70,28488
results/DQMR/qmr-70/or-70-5-1-10,0.066,sbk05,0.0372885,DQMR-70,14956
results/DQMR/qmr-70/or-70-10-9-20,0.057,d02,0.000753728,DQMR-70,15428
results/DQMR/qmr-70/or-70-5-4-10,,cd06,,DQMR-70,33592
results/DQMR/qmr-70/or-70-10-4-30,0.132,d02,6.71031e-06,DQMR-70,15752
results/DQMR/qmr-70/or-70-10-3-20,0.053,d02,0.000209921,DQMR-70,15240
results/DQMR/qmr-70/or-70-10-6-40,0.107,cd05,1.12889e-05,DQMR-70,15832
results/DQMR/qmr-70/or-70-10-4-20,,cd06,,DQMR-70,72920
results/DQMR/qmr-70/or-70-20-5-40,,cd06,,DQMR-70,70184
results/DQMR/qmr-70/or-70-20-5-20,,cd05,,DQMR-70,73440
results/DQMR/qmr-70/or-70-20-9-10,,cd05,,DQMR-70,37536
results/DQMR/qmr-70/or-70-20-9-40,0.073,sbk05,1.6346e-10,DQMR-70,15316
results/DQMR/qmr-70/or-70-20-3-10,0.124,sbk05,0.00173811,DQMR-70,15484
results/DQMR/qmr-70/or-70-5-2-30,0.116,cd06,0.000121608,DQMR-70,16060
results/DQMR/qmr-70/or-70-10-9-20,,cd06,,DQMR-70,52324
results/DQMR/qmr-70/or-70-10-2-40,0.123,cd06,4.24347e-05,DQMR-70,15660
results/DQMR/qmr-70/or-70-5-2-40,0.171,cd05,4.49915e-05,DQMR-70,15764
results/DQMR/qmr-70/or-70-5-9-10,,cd05,,DQMR-70,72432
results/DQMR/qmr-70/or-70-5-7-30,0.127,cd05,0.000995287,DQMR-70,15800
results/DQMR/qmr-70/or-70-20-8-40,0.093,sbk05,6.60972e-12,DQMR-70,16216
results/DQMR/qmr-70/or-70-20-6-20,,cd05,,DQMR-70,74508
results/DQMR/qmr-70/or-70-20-2-40,,cd06,,DQMR-70,53332
results/DQMR/qmr-70/or-70-10-9-40,0.052,d02,3.97315e-07,DQMR-70,15100
results/DQMR/qmr-70/or-70-20-1-10,,cd05,,DQMR-70,75172
results/DQMR/qmr-70/or-70-10-1-40,0.138,cd06,0.000311038,DQMR-70,16112
results/DQMR/qmr-70/or-70-20-4-20,0.113,d02,0.00158622,DQMR-70,15756
results/DQMR/qmr-70/or-70-5-6-30,0.19,cd06,0.299345,DQMR-70,20020
results/DQMR/qmr-70/or-70-20-3-20,,cd05,,DQMR-70,72972
results/DQMR/qmr-70/or-70-20-8-30,,cd05,,DQMR-70,72524
results/DQMR/qmr-70/or-70-5-2-30,0.058,d02,1.37729e-05,DQMR-70,15240
results/DQMR/qmr-70/or-70-5-7-40,0.063,d02,1.97425e-05,DQMR-70,15404
results/DQMR/qmr-70/or-70-20-9-20,,cd05,,DQMR-70,72472
results/DQMR/qmr-70/or-70-10-4-20,0.169,d02,5.19996e-05,DQMR-70,15824
results/DQMR/qmr-70/or-70-20-6-30,0.065,d02,2.67507e-06,DQMR-70,15304
results/DQMR/qmr-70/or-70-20-8-10,0.159,d02,0.0348516,DQMR-70,15588
results/DQMR/qmr-70/or-70-20-2-10,,cd06,,DQMR-70,55812
results/DQMR/qmr-70/or-70-10-10-10,0.061,sbk05,0.0362368,DQMR-70,15240
results/DQMR/qmr-70/or-70-20-8-20,,cd06,,DQMR-70,46260
results/DQMR/qmr-70/or-70-20-9-30,0.044,db20,4.87587e-07,DQMR-70,15760
results/DQMR/qmr-70/or-70-20-3-20,0.106,d02,5.71472e-05,DQMR-70,15712
results/DQMR/qmr-70/or-70-20-3-30,,cd05,,DQMR-70,73004
results/DQMR/qmr-70/or-70-5-5-40,0.131,cd06,0.0455557,DQMR-70,15736
results/DQMR/qmr-70/or-70-20-6-20,0.044,db20,0.000210892,DQMR-70,15576
results/DQMR/qmr-70/or-70-20-1-20,0.044,sbk05,4.13704e-08,DQMR-70,15400
results/DQMR/qmr-70/or-70-10-5-30,0.074,d02,3.85236e-05,DQMR-70,15252
results/DQMR/qmr-70/or-70-5-8-20,0.088,d02,0.00193506,DQMR-70,15412
results/DQMR/qmr-70/or-70-5-5-40,0.046,d02,0.00611054,DQMR-70,15316
results/DQMR/qmr-70/or-70-5-1-20,0.03,db20,0.000964687,DQMR-70,15380
results/DQMR/qmr-70/or-70-5-1-10,0.081,d02,0.0566527,DQMR-70,15452
results/DQMR/qmr-70/or-70-10-4-20,0.031,db20,5.19996e-05,DQMR-70,15564
results/DQMR/qmr-70/or-70-5-10-20,0.046,sbk05,0.00138513,DQMR-70,15120
results/DQMR/qmr-70/or-70-5-6-30,0.072,d02,0.0184455,DQMR-70,15176
results/DQMR/qmr-70/or-70-10-7-30,,cd05,,DQMR-70,72384
results/DQMR/qmr-70/or-70-10-7-10,0.12,d02,0.0557965,DQMR-70,15400
results/DQMR/qmr-70/or-70-5-6-40,0.055,db20,0.00242473,DQMR-70,15480
results/DQMR/qmr-70/or-70-5-9-20,0.191,cd06,0.0131661,DQMR-70,18680
results/DQMR/qmr-70/or-70-20-7-20,0.156,d02,1.17815e-05,DQMR-70,15612
results/DQMR/qmr-70/or-70-5-8-10,0.04,db20,0.00855942,DQMR-70,15564
results/DQMR/qmr-70/or-70-5-6-10,,cd06,,DQMR-70,48476
results/DQMR/qmr-70/or-70-20-8-40,0.048,db20,7.48301e-08,DQMR-70,17376
results/DQMR/qmr-70/or-70-20-8-20,,cd05,,DQMR-70,73828
results/DQMR/qmr-70/or-70-5-10-40,0.054,sbk05,4.58392e-08,DQMR-70,14968
results/DQMR/qmr-70/or-70-10-1-10,,cd06,,DQMR-70,79348
results/DQMR/qmr-70/or-70-5-5-10,,cd06,,DQMR-70,45972
results/DQMR/qmr-70/or-70-20-6-20,,cd06,,DQMR-70,55088
results/DQMR/qmr-70/or-70-20-5-30,0.041,db20,0.000232374,DQMR-70,15664
results/DQMR/qmr-70/or-70-5-1-20,0.752,cd05,0.0251237,DQMR-70,72248
results/DQMR/qmr-70/or-70-10-3-30,0.053,d02,5.54818e-06,DQMR-70,15132
results/DQMR/qmr-70/or-70-5-8-40,0.044,sbk05,1.46627e-08,DQMR-70,15188
results/DQMR/qmr-70/or-70-5-7-40,0.035,sbk05,1.1469e-07,DQMR-70,15256
results/DQMR/qmr-70/or-70-10-7-20,,cd05,,DQMR-70,74752
