dataset,novelty,add_width,instance,inference_time,encoding,answer,encoding_time
2005-IJCAI,new,24,results/2005-ijcai/munin4-0006,103.49000000000001,bklm16,inf,1.47
2005-IJCAI,new,12,results/2005-ijcai/alarm-0015,0.05,cd05pp,0.0691829,0.77
2005-IJCAI,new,19,results/2005-ijcai/students_03_02-0008,0.24,bklm16,4.04542e-07,0.1
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0009,1041.24,d02,,3.32
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0013,0.44,d02,0.0524781,2.26
2005-IJCAI,new,20,results/2005-ijcai/diabetes-0015,181.4,bklm16,1.0719e+150,6.19
2005-IJCAI,old,,results/2005-ijcai/munin4-0010,2.55,cd05,,1.94
2005-IJCAI,new,17,results/2005-ijcai/students_03_02-0003,0.14,cd06pp,0.032,2.29
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0011,0.41,bklm16,4.809008e-06,22.34
2005-IJCAI,old,,results/2005-ijcai/mildew-0002,1013.4,sbk05,,4.72
2005-IJCAI,new,37,results/2005-ijcai/water-0008,16.83,cd05pp,7.40933e+11,2.09
2005-IJCAI,old,,results/2005-ijcai/mildew-0012,2.97,cd06,0.38519824992341345,334.83
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0005,0.39,d02pp,0.364431,3.96
2005-IJCAI,new,55,results/2005-ijcai/munin1-0010,1005.55,sbk05,,2.34
2005-IJCAI,new,58,results/2005-ijcai/munin1-0010,1004.88,cd06pp,,4.2
2005-IJCAI,old,,results/2005-ijcai/alarm-0010,0.09,bklm16,0.0128013,0.84
2005-IJCAI,old,,results/2005-ijcai/munin3-0013,4.73,d02,Inf,1017.46
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0009,1007.51,cd05pp,,56.72
2005-IJCAI,new,12,results/2005-ijcai/alarm-0008,0.11,sbk05,0.0295116,0.77
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0005,0.13,d02,0.032,1.86
2005-IJCAI,old,,results/2005-ijcai/pigs-0005,1.09,cd05,1.4149498560666738E-73,1.92
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0001,1.47,d02,5.371382384218495E-10,2.81
2005-IJCAI,new,226,results/2005-ijcai/mildew-0004,1038.84,cd06pp,,14.25
2005-IJCAI,new,,results/2005-ijcai/mildew-0012,327.84,d02,,6.87
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0012,0.14,bklm16,0.4015913,3.35
2005-IJCAI,new,33,results/2005-ijcai/pigs-0008,2.17,cd06pp,0,2.89
2005-IJCAI,old,,results/2005-ijcai/mildew-0009,1.16,cd06,0.007020026676630203,2.95
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0015,0.1,cd05pp,0.401591,1.64
2005-IJCAI,new,43,results/2005-ijcai/munin4-0010,1007.43,cd06pp,,14.1
2005-IJCAI,new,226,results/2005-ijcai/mildew-0002,1007.96,cd06pp,,12.46
2005-IJCAI,old,,results/2005-ijcai/munin2-0011,1.05,cd05,,1.09
2005-IJCAI,old,,results/2005-ijcai/munin3-0010,3.55,sbk05,2.61543e-19,4.23
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0005,0.02,sbk05,0.032,1.31
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0015,0.11,sbk05,0.401591,1.35
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0005,0.71,cd06,9.62415714591452E-28,1.09
2005-IJCAI,old,,results/2005-ijcai/alarm-0008,1.31,d02,0.029509493576401404,1.43
2005-IJCAI,old,,results/2005-ijcai/alarm-0001,0.05,sbk05,0.00026977,0.83
2005-IJCAI,new,19,results/2005-ijcai/students_03_02-0005,0.22,bklm16,0.032,0.08
2005-IJCAI,old,,results/2005-ijcai/mildew-0002,1.66,d02,7.23209727734092E-8,1005.85
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0008,0.14,sbk05,4.04543e-07,1.99
2005-IJCAI,new,38,results/2005-ijcai/munin2-0006,1020.03,d02,,5.08
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0004,0.25,cd06pp,0.364431,2.78
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0010,1.02,bklm16,0,0.21
2005-IJCAI,new,43,results/2005-ijcai/munin4-0015,1003.72,cd06pp,,13.46
2005-IJCAI,new,37,results/2005-ijcai/water-0013,32.9,sbk05,0.00689434,2.32
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0012,0.24,bklm16,0.401591,0.18
2005-IJCAI,new,12,results/2005-ijcai/alarm-0007,0.1,cd06pp,0.351478,1.23
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0006,0.17,cd06pp,0.723152,1.28
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0015,1.93,cd06,9.789344395238217E-8,3.16
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,3.18,d02,0.0088,1.21
2005-IJCAI,new,37,results/2005-ijcai/munin3-0007,618.16,sbk05,0,5.17
2005-IJCAI,new,12,results/2005-ijcai/alarm-0015,0.05,cd06pp,0.0685685,0.74
2005-IJCAI,old,,results/2005-ijcai/munin1-0010,2.08,cd06,2.480526995460828E144,4.41
2005-IJCAI,new,33,results/2005-ijcai/pigs-0002,3.26,d02,0,1.96
2005-IJCAI,old,,results/2005-ijcai/water-0003,1.41,cd06,9.999999999999998E11,2.26
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0013,5.81,cd05pp,5.35507e-07,1.7
2005-IJCAI,new,37,results/2005-ijcai/munin3-0002,1010.39,sbk05,,3.99
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0006,0.08,sbk05,3.84037e-07,2.81
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0002,2.84,d02,0,1.25
2005-IJCAI,old,,results/2005-ijcai/munin2-0011,1.3,cd06,,1.27
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,0.19,cd05pp,0.0088,1.74
2005-IJCAI,new,20,results/2005-ijcai/munin2-0001,67.16,bklm16,inf,0.58
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0000,1.37,cd06,0.36443148688046667,2.8
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0003,0.35,sbk05,0.364431,2.25
2005-IJCAI,old,,results/2005-ijcai/mildew-0009,0.11,bklm16,,1207.48
2005-IJCAI,new,60,results/2005-ijcai/diabetes-0006,1380.17,d02,,6.5
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0006,1.39,cd05pp,4.21046e-06,1.71
2005-IJCAI,new,39,results/2005-ijcai/munin2-0006,815.27,cd06pp,inf,12.33
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0011,1001.84,cd06pp,,9.81
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0011,1003.03,d02pp,,5.32
2005-IJCAI,old,,results/2005-ijcai/munin4-0010,6.88,sbk05,1.31371e-16,6.21
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0014,0.1,bklm16,,1005.26
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0008,1572.73,d02,,7.7
2005-IJCAI,new,60,results/2005-ijcai/diabetes-0015,1019.13,cd05pp,,355.14
2005-IJCAI,new,42,results/2005-ijcai/munin4-0010,549.82,sbk05,0,5.08
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0000,0.92,cd05,0.008800004443930668,1.29
2005-IJCAI,new,14,results/2005-ijcai/hailfinder-0012,0.56,bklm16,1.91497e-08,0.25
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0005,0.17,d02pp,0,1.43
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0005,0.39,bklm16,0,0.08
2005-IJCAI,new,224,results/2005-ijcai/mildew-0012,1950.5,cd05pp,,37.71
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0012,2.02,d02,5.322237470967012E-4,10.15
2005-IJCAI,new,21,results/2005-ijcai/mildew-0002,249.28,bklm16,7.23169e-08,198.53
2005-IJCAI,old,,results/2005-ijcai/munin1-0012,0.13,bklm16,,1004.12
2005-IJCAI,new,12,results/2005-ijcai/alarm-0001,0.13,sbk05,0.00026977,0.97
2005-IJCAI,old,,results/2005-ijcai/mildew-0008,1.53,cd05,,1.08
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0008,1.42,cd05,4.0454320987654356E-7,2.37
2005-IJCAI,new,55,results/2005-ijcai/munin1-0012,1008.02,sbk05,,2.1
2005-IJCAI,old,,results/2005-ijcai/munin1-0007,1.46,cd05,,1.32
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0003,0.15,d02pp,0.032,2.21
2005-IJCAI,new,,results/2005-ijcai/mildew-0004,337.22,d02,,7.58
2005-IJCAI,old,,results/2005-ijcai/munin3-0002,1.97,cd05,Inf,5.03
2005-IJCAI,new,226,results/2005-ijcai/mildew-0008,1009.47,cd06pp,,12.23
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0005,0.08,bklm16,0.3644312,17.34
2005-IJCAI,new,37,results/2005-ijcai/munin3-0013,1002.84,d02pp,,11.98
2005-IJCAI,new,14,results/2005-ijcai/hailfinder-0014,0.51,bklm16,7.55971e-09,0.14
2005-IJCAI,new,224,results/2005-ijcai/mildew-0009,1071.49,sbk05,,4.38
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0008,0.76,cd05,0.018598073056340415,1.17
2005-IJCAI,new,33,results/2005-ijcai/pigs-0002,4.91,cd06pp,0,2.17
2005-IJCAI,old,,results/2005-ijcai/munin1-0007,1001.08,sbk05,,1.75
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0011,0.08,bklm16,4.495379e-09,12.2
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0009,0.44,sbk05,0.000980742,2.77
2005-IJCAI,new,224,results/2005-ijcai/mildew-0004,1022.2,cd05pp,,30.8
2005-IJCAI,old,,results/2005-ijcai/munin2-0014,1002.96,sbk05,,3.76
2005-IJCAI,new,12,results/2005-ijcai/alarm-0007,0.06,d02pp,0.355675,1.02
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0010,0.35,cd06pp,0,3.59
2005-IJCAI,old,,results/2005-ijcai/pigs-0004,1.61,cd05,,1.44
2005-IJCAI,new,30,results/2005-ijcai/munin1-0012,63.58,bklm16,4.63178e+136,0.16
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0003,1.09,cd06,0.03199999999999999,1.68
2005-IJCAI,old,,results/2005-ijcai/munin4-0007,1.14,cd05,,1.22
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0014,14.23,d02,7.56054e-09,1.82
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0015,0.15,d02,0.401591,1.89
2005-IJCAI,new,42,results/2005-ijcai/munin4-0001,1032.29,cd05pp,,21.46
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0007,1046.77,d02,,2.8
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0006,0.04,sbk05,0.723152,1.43
2005-IJCAI,new,30,results/2005-ijcai/hailfinder-0012,1.99,cd06pp,1.89735e-08,1.39
2005-IJCAI,new,12,results/2005-ijcai/alarm-0008,0.05,d02pp,0.0295095,0.79
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0013,3.23,d02,5.35502e-07,1.25
2005-IJCAI,old,,results/2005-ijcai/munin1-0015,0.07,bklm16,,1012.75
2005-IJCAI,new,55,results/2005-ijcai/munin1-0007,1003.6,sbk05,,1.51
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0013,1037.75,d02pp,,7.93
2005-IJCAI,old,,results/2005-ijcai/diabetes-0015,11.55,d02,1.0719011394208403E150,1009.75
2005-IJCAI,new,43,results/2005-ijcai/munin4-0007,1004.42,cd06pp,,11.17
2005-IJCAI,new,42,results/2005-ijcai/munin4-0007,829.91,sbk05,0,3.35
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0013,0.09,sbk05,2.64312e-06,2.57
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0006,1.44,d02,3.840366290648745E-7,42.01
2005-IJCAI,old,,results/2005-ijcai/diabetes-0008,6.73,d02,2.5372433399405475E142,1006.79
2005-IJCAI,old,,results/2005-ijcai/diabetes-0006,1.59,cd05,,1.35
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0013,20.83,sbk05,5.35511e-07,1.87
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0013,1.61,cd06,8.520272535354721E-7,2.95
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0013,0.59,sbk05,2.64312e-06,2.81
2005-IJCAI,new,43,results/2005-ijcai/munin4-0001,1002.81,cd06pp,,14.01
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0005,2.71,d02,0,1.83
2005-IJCAI,old,,results/2005-ijcai/munin3-0007,2.96,cd06,Inf,6.83
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0007,1022.81,cd05pp,,53.61
2005-IJCAI,new,43,results/2005-ijcai/munin4-0000,1005.8,cd06pp,,10.45
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0015,0.03,sbk05,0.401591,1.34
2005-IJCAI,new,12,results/2005-ijcai/alarm-0008,0.07,cd06pp,0.0288933,0.8
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0013,1.28,cd06,5.35510804115536E-7,1.83
2005-IJCAI,new,12,results/2005-ijcai/alarm-0008,0.19,d02,0.0295095,0.87
2005-IJCAI,new,42,results/2005-ijcai/munin4-0001,1004.64,d02pp,,14.0
2005-IJCAI,new,30,results/2005-ijcai/munin1-0007,3.97,bklm16,6.72266e+143,0.29
2005-IJCAI,new,33,results/2005-ijcai/pigs-0000,10.9,d02pp,0.25,2.35
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0003,0.2,sbk05,0.032,1.44
2005-IJCAI,new,37,results/2005-ijcai/water-0003,40.19,sbk05,0.0833333,0.99
2005-IJCAI,new,37,results/2005-ijcai/munin3-0003,1003.16,cd05pp,,15.7
2005-IJCAI,new,38,results/2005-ijcai/water-0008,22.62,cd06pp,7.40933e+11,1.87
2005-IJCAI,old,,results/2005-ijcai/mildew-0004,1000.13,sbk05,,7.08
2005-IJCAI,old,,results/2005-ijcai/water-0013,1.88,sbk05,0.00689434,2.33
2005-IJCAI,old,,results/2005-ijcai/munin3-0010,2.4,d02,Inf,20.5
2005-IJCAI,new,37,results/2005-ijcai/water-0002,8.76,sbk05,0.0833333,1.6
2005-IJCAI,old,,results/2005-ijcai/munin2-0011,1002.54,sbk05,,3.81
2005-IJCAI,old,,results/2005-ijcai/munin4-0001,685.79,sbk05,1.44105e-35,5.47
2005-IJCAI,new,19,results/2005-ijcai/students_03_02-0015,0.21,bklm16,0.401591,0.08
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0012,0.2,cd06pp,0.0524781,3.25
2005-IJCAI,old,,results/2005-ijcai/water-0003,1.6,d02,9.999999999999998E11,12.14
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0015,1.1,d02,0.4015913795918369,1.79
2005-IJCAI,old,,results/2005-ijcai/pigs-0000,364.46,bklm16,,25.12
2005-IJCAI,new,12,results/2005-ijcai/alarm-0007,0.08,cd05pp,0.355675,1.01
2005-IJCAI,old,,results/2005-ijcai/pigs-0000,2.56,cd06,0.25,12.37
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0013,0.49,d02pp,2.64312e-06,2.75
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0001,0.14,bklm16,5.371325e-10,20.77
2005-IJCAI,old,,results/2005-ijcai/munin4-0001,2.67,cd05,Inf,7.08
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0010,1.29,cd06,2.622745304794188E-13,2.81
2005-IJCAI,old,,results/2005-ijcai/pigs-0008,0.8,cd05,,0.71
2005-IJCAI,new,57,results/2005-ijcai/munin1-0006,1003.79,cd06pp,,2.4
2005-IJCAI,old,,results/2005-ijcai/alarm-0007,0.6,cd05,0.35567475596661774,1.37
2005-IJCAI,old,,results/2005-ijcai/alarm-0010,0.86,cd06,0.013061216203668635,1.46
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0013,11.03,d02,5.35510804115536E-7,618.36
2005-IJCAI,new,20,results/2005-ijcai/blockmap_05_03-0004,0.28,d02pp,0.364431,2.4
2005-IJCAI,new,37,results/2005-ijcai/water-0003,29.92,cd05pp,1e+12,2.04
2005-IJCAI,new,24,results/2005-ijcai/munin4-0015,98.77000000000001,bklm16,inf,1.03
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0013,1.79,cd05,2.643122986714319E-6,2.92
2005-IJCAI,old,,results/2005-ijcai/munin4-0001,4.47,d02,Inf,249.34
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0006,3.12,d02,4.21046e-06,1.69
2005-IJCAI,new,224,results/2005-ijcai/mildew-0008,1016.91,d02pp,,17.71
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0013,0.05,bklm16,0.05247807,16.8
2005-IJCAI,new,21,results/2005-ijcai/blockmap_05_03-0003,0.83,bklm16,0.364431,0.14
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,0.3,d02pp,0.000532224,2.52
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0004,1.48,d02,0.36443148688046667,2.16
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0006,26.95,bklm16,4.210464e-06,30.33
2005-IJCAI,new,33,results/2005-ijcai/pigs-0005,1.79,sbk05,0,1.38
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0011,2.39,cd05,4.809015434160775E-6,5.45
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0013,1.26,cd06,2.6431229867143193E-6,3.17
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0012,1.44,cd05,1.9169370454317106E-8,2.2
2005-IJCAI,new,224,results/2005-ijcai/mildew-0008,1069.55,sbk05,,4.48
2005-IJCAI,new,22,results/2005-ijcai/pigs-0002,0.74,bklm16,0,0.11
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0000,0.67,sbk05,0.0088,1.11
2005-IJCAI,new,42,results/2005-ijcai/munin4-0009,499.69,d02pp,inf,13.76
2005-IJCAI,new,38,results/2005-ijcai/water-0002,35.08,cd06pp,1e+12,1.97
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0001,1.66,cd06,5.371382384218495E-10,3.11
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0003,1.62,d02,0.03199999999999999,2.36
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0005,0.65,d02,9.62415714591455E-28,0.86
2005-IJCAI,new,33,results/2005-ijcai/pigs-0000,4.16,d02,0.25,1.87
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0005,0.05,bklm16,9.62421e-28,1.51
2005-IJCAI,new,38,results/2005-ijcai/munin2-0014,1009.53,cd05pp,,9.87
2005-IJCAI,new,15,results/2005-ijcai/pathfinder-0013,13.74,bklm16,8.52037e-07,0.45
2005-IJCAI,new,38,results/2005-ijcai/munin2-0001,1018.97,d02,,3.97
2005-IJCAI,new,19,results/2005-ijcai/mastermind_03_08_03-0010,0.31,cd05pp,0,4.32
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0009,0.07,bklm16,0.0009807517,12.19
2005-IJCAI,old,,results/2005-ijcai/mildew-0004,1.94,cd06,2.5214375158917067E-6,52.98
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0015,0.54,d02,9.78934e-08,2.7
2005-IJCAI,new,33,results/2005-ijcai/pigs-0008,1.15,d02pp,0,2.35
2005-IJCAI,new,37,results/2005-ijcai/munin3-0010,873.31,cd05pp,inf,13.35
2005-IJCAI,old,,results/2005-ijcai/diabetes-0015,2.23,cd05,,1028.16
2005-IJCAI,new,14,results/2005-ijcai/hailfinder-0006,0.54,bklm16,4.21046e-06,0.18
2005-IJCAI,new,43,results/2005-ijcai/munin4-0006,1037.13,cd06pp,,14.85
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0000,2.95,d02,0.008800004443930675,88.59
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0004,1.46,cd05,0.3644314868804667,2.67
2005-IJCAI,old,,results/2005-ijcai/alarm-0010,2.05,d02,0.013061216203668635,3.79
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0006,1018.54,d02pp,,5.94
2005-IJCAI,new,,results/2005-ijcai/mildew-0000,311.77,d02,,5.32
2005-IJCAI,old,,results/2005-ijcai/munin4-0015,0.14,bklm16,,1.13
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0007,0.58,bklm16,0.001199661,21.88
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0004,0.77,bklm16,0.364431,0.25
2005-IJCAI,old,,results/2005-ijcai/munin2-0005,2.36,cd05,Inf,6.07
2005-IJCAI,new,22,results/2005-ijcai/pigs-0008,0.79,bklm16,0,0.16
2005-IJCAI,old,,results/2005-ijcai/munin2-0014,1.23,d02,,1.14
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0008,1.34,d02,4.0454320987654356E-7,1.83
2005-IJCAI,old,,results/2005-ijcai/munin1-0006,5.84,sbk05,2.23327e-08,1.35
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0012,6.89,cd05pp,1.91428e-08,1.5
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0005,2.21,cd05,0.3644314868804667,3.66
2005-IJCAI,new,12,results/2005-ijcai/alarm-0015,0.19,d02,0.0691829,0.89
2005-IJCAI,new,55,results/2005-ijcai/munin1-0010,1038.17,d02,,3.63
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0009,1025.74,cd06pp,,10.18
2005-IJCAI,new,37,results/2005-ijcai/munin3-0007,1017.43,cd05pp,,18.86
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0005,0.16,cd06pp,0,1.45
2005-IJCAI,old,,results/2005-ijcai/munin4-0007,0.04,bklm16,,0.73
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0008,5.79,d02pp,0.0185981,1.14
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0005,0.01,sbk05,9.62416e-28,1.07
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0005,0.95,cd05,9.624157145914528E-28,1.01
2005-IJCAI,old,,results/2005-ijcai/mildew-0009,9.57,sbk05,0.000780001,5.0
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0004,1.41,d02,1.9639686699062754E-43,1.25
2005-IJCAI,new,22,results/2005-ijcai/pigs-0004,1.56,bklm16,0,0.28
2005-IJCAI,new,55,results/2005-ijcai/munin1-0001,1005.93,sbk05,,3.05
2005-IJCAI,new,33,results/2005-ijcai/pigs-0002,0.51,d02pp,0,1.93
2005-IJCAI,new,14,results/2005-ijcai/hailfinder-0013,0.52,bklm16,5.3551e-07,0.12
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0011,2.57,d02,4.809015434160775E-6,4.7
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0013,0.14,bklm16,8.520411e-07,12.56
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0009,1.73,cd06,9.807425216700992E-4,2.73
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0013,2.06,cd06,0.40159137959183683,2.6
2005-IJCAI,new,224,results/2005-ijcai/mildew-0012,1120.89,sbk05,,6.97
2005-IJCAI,new,224,results/2005-ijcai/mildew-0002,1012.64,cd05pp,,28.27
2005-IJCAI,old,,results/2005-ijcai/munin2-0001,0.05,bklm16,,0.63
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0006,1019.91,sbk05,,2.3
2005-IJCAI,new,19,results/2005-ijcai/students_03_02-0008,0.07,cd06pp,4.04543e-07,2.67
2005-IJCAI,new,,results/2005-ijcai/mildew-0009,309.41,d02,,5.37
2005-IJCAI,new,42,results/2005-ijcai/munin4-0000,1054.16,sbk05,,3.82
2005-IJCAI,old,,results/2005-ijcai/mildew-0000,1.5,d02,0.22101285749164246,1004.53
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0011,0.19,sbk05,4.80902e-06,4.05
2005-IJCAI,new,224,results/2005-ijcai/mildew-0000,1073.35,sbk05,,5.18
2005-IJCAI,old,,results/2005-ijcai/munin2-0005,2.39,cd06,Inf,7.15
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0005,2.4,cd06,0.36443148688046667,4.01
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0015,0.38,d02pp,9.78934e-08,2.61
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0000,0.3,d02,0.364431,1.97
2005-IJCAI,old,,results/2005-ijcai/water-0013,11.52,bklm16,82732250000.0,151.63
2005-IJCAI,new,55,results/2005-ijcai/munin1-0015,1010.13,sbk05,,2.75
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0002,0.05,sbk05,4.41521e-38,1.48
2005-IJCAI,old,,results/2005-ijcai/munin3-0013,3.93,cd05,Inf,55.55
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0004,0.14,sbk05,0.364431,2.33
2005-IJCAI,new,42,results/2005-ijcai/munin3-0010,444.68,cd06pp,inf,10.77
2005-IJCAI,new,37,results/2005-ijcai/water-0002,16.22,d02,1e+12,1.17
2005-IJCAI,new,224,results/2005-ijcai/mildew-0009,1025.6,cd05pp,,30.23
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0001,0.52,sbk05,5.37138e-10,2.78
2005-IJCAI,old,,results/2005-ijcai/munin3-0007,3.12,d02,Inf,23.5
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0013,2.0,d02,2.6431229867143184E-6,2.68
2005-IJCAI,new,42,results/2005-ijcai/munin4-0007,1009.69,d02pp,,10.04
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0014,19.96,cd05pp,7.5482e-09,1.67
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0007,1.4,cd06,0.0012460757436514069,3.0
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0003,0.11,sbk05,0.364431,2.17
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0013,1.27,cd05,8.52027253535473E-7,2.69
2005-IJCAI,old,,results/2005-ijcai/water-0008,1.46,d02,7.409330797974381E11,5.23
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0005,2.43,d02,0.36443148688046667,3.63
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0008,0.06,bklm16,4.04542e-07,2.95
2005-IJCAI,new,55,results/2005-ijcai/munin1-0001,1032.56,cd05pp,,3.68
2005-IJCAI,new,33,results/2005-ijcai/pigs-0000,17.96,sbk05,0.25,1.88
2005-IJCAI,old,,results/2005-ijcai/water-0002,1.51,cd06,9.999999999999998E11,2.28
2005-IJCAI,new,42,results/2005-ijcai/munin4-0000,1008.72,d02pp,,9.85
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0004,1.54,cd06,0.3644314868804667,2.43
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0013,0.33,bklm16,0.401591,0.2
2005-IJCAI,old,,results/2005-ijcai/alarm-0007,0.61,cd06,0.3556747559666178,0.92
2005-IJCAI,new,9,results/2005-ijcai/alarm-0008,0.09,bklm16,0.0295095,0.09
2005-IJCAI,old,,results/2005-ijcai/munin1-0010,0.07,bklm16,,1002.81
