dataset,novelty,add_width,instance,inference_time,encoding,answer,encoding_time
2004-PGM,new,178,results/2004-pgm/blockmap_20_03-0010,1255.63,cd06pp,,1157.7
2004-PGM,old,,results/2004-pgm/blockmap_10_02-0015,315.65,sbk05,0.0138889,9.27
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0009,0.1,sbk05,1.05203e-08,4.45
2004-PGM,new,99,results/2004-pgm/blockmap_22_03-0014,559.78,d02pp,0.000493137,776.05
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0001,1.63,cd05,0.38888888888888895,2.64
2004-PGM,new,176,results/2004-pgm/blockmap_20_02-0008,1197.2,cd06pp,,1135.71
2004-PGM,new,31,results/2004-pgm/mastermind_06_08_03-0013,2.21,d02,1.30307e-06,5.04
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0005,0.85,bklm16,2.287677e-14,53.3
2004-PGM,new,13,results/2004-pgm/blockmap_05_01-0011,0.13,cd05pp,0.2,2.8
2004-PGM,new,97,results/2004-pgm/blockmap_22_01-0015,1207.15,bklm16,,199.95
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0003,2.9,d02,2.824295364810003E-16,5.93
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0011,3.83,d02,6.955175447215816E-11,16.37
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0005,2.06,d02,7.098612125080126E-16,6.03
2004-PGM,new,48,results/2004-pgm/mastermind_10_08_03-0003,33.29,bklm16,0,0.77
2004-PGM,new,28,results/2004-pgm/mastermind_05_08_03-0012,2.53,bklm16,2.54422e-08,1.07
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0007,7.73,d02,8.218952905399858E-5,38.5
2004-PGM,new,26,results/2004-pgm/mastermind_04_08_03-0013,0.67,sbk05,6.54884e-08,2.59
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0009,5.35,cd05,0.003906249999999999,21.13
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0015,0.06,bklm16,,2.65
2004-PGM,new,180,results/2004-pgm/blockmap_20_03-0000,1239.9,cd06pp,,1173.19
2004-PGM,old,,results/2004-pgm/blockmap_15_03-0015,1005.57,sbk05,,34.83
2004-PGM,new,19,results/2004-pgm/blockmap_05_03-0013,0.99,bklm16,0.0524781,0.18
2004-PGM,old,,results/2004-pgm/blockmap_10_02-0002,2.74,cd05,0.0069444444444444415,6.11
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0008,5.87,cd06,0.0025,37.7
2004-PGM,new,19,results/2004-pgm/blockmap_05_03-0013,0.25,cd06pp,0.0524781,3.1
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0012,2.03,cd05,2.5442153863588166E-8,7.79
2004-PGM,old,,results/2004-pgm/blockmap_05_03-0003,1.09,cd06,0.36443148688046667,2.32
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0006,33.07,d02pp,0.00390625,73.32
2004-PGM,new,95,results/2004-pgm/blockmap_22_01-0015,510.37,d02,0.0454545,223.75
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0015,2.62,d02,0.0034722222222222225,13.04
2004-PGM,new,31,results/2004-pgm/mastermind_03_08_04-0011,1.46,d02,1.32627e-11,4.75
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0014,4.47,cd06,0.05000000000000003,69.44
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0014,7.55,d02pp,0.0138889,18.77
2004-PGM,old,,results/2004-pgm/blockmap_15_03-0015,3.06,cd05,0.0024424994911459398,29.06
2004-PGM,new,29,results/2004-pgm/mastermind_05_08_03-0009,0.99,d02,1.05203e-08,4.92
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0001,9.79,sbk05,0.296296,14.86
2004-PGM,new,24,results/2004-pgm/mastermind_04_08_03-0012,2.14,bklm16,9.27929e-07,0.21
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0006,0.58,cd05pp,0,6.69
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0012,1.27,bklm16,2.544213e-08,35.72
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0012,2.55,d02,2.544215386358816E-8,5.6
2004-PGM,old,,results/2004-pgm/blockmap_05_01-0011,1.07,cd06,0.20000000000000004,2.0
2004-PGM,new,18,results/2004-pgm/blockmap_05_02-0015,0.27,sbk05,0.138889,1.84
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0015,1014.49,sbk05,,211.87
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0000,5.18,cd05,,1120.83
2004-PGM,new,22,results/2004-pgm/blockmap_05_03-0013,0.39,d02,0.0524781,2.49
2004-PGM,new,97,results/2004-pgm/blockmap_22_02-0011,1370.53,bklm16,,245.94
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0006,0.02,sbk05,5.36871e-19,4.35
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0015,0.09,bklm16,,116.56
2004-PGM,new,40,results/2004-pgm/mastermind_03_08_05-0007,7.72,bklm16,0,1.06
2004-PGM,new,86,results/2004-pgm/blockmap_20_03-0015,536.22,d02pp,0.00194363,399.27
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0015,0.05,bklm16,,211.78
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0002,6.85,d02,0.8000000000000002,53.19
2004-PGM,old,,results/2004-pgm/blockmap_15_03-0005,3.89,d02,0.1483818440871159,1025.3
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0004,3.49,cd05,,1047.03
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0000,6.12,cd06,0.2962962962962964,76.38
2004-PGM,new,50,results/2004-pgm/mastermind_10_08_03-0014,1003.79,sbk05,,4.62
2004-PGM,new,94,results/2004-pgm/blockmap_22_01-0012,975.37,sbk05,0.0454545,244.12
2004-PGM,old,,results/2004-pgm/mastermind_04_08_04-0006,1.99,cd05,2.117582368135754E-22,5.08
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0004,6.7,cd06,0.48999999999999994,68.11
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0010,0.2,sbk05,0.00206612,235.29
2004-PGM,new,172,results/2004-pgm/blockmap_20_02-0004,1245.07,cd06pp,,1139.4
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0001,1.46,d02,5.371382384218495E-10,2.62
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0015,1.38,cd06,0.13888888888888892,2.36
2004-PGM,new,48,results/2004-pgm/blockmap_10_02-0002,9.31,sbk05,0.00694444,12.1
2004-PGM,new,40,results/2004-pgm/mastermind_03_08_05-0011,22.24,d02,0,6.7
2004-PGM,new,98,results/2004-pgm/blockmap_22_02-0015,1279.36,bklm16,,220.85
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0014,10.32,d02,0.0138889,14.94
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0006,48.98,d02,0.00390625,30.11
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0014,4.97,cd05,,1098.23
2004-PGM,new,52,results/2004-pgm/mastermind_10_08_03-0014,1009.68,d02,,4.72
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0011,5.04,cd05,,1147.3
2004-PGM,new,52,results/2004-pgm/mastermind_10_08_03-0005,507.02,bklm16,0,0.56
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0009,6.11,d02,1.0797969981643453E-4,30.93
2004-PGM,new,48,results/2004-pgm/blockmap_10_01-0006,20.65,bklm16,0.090909,2.47
2004-PGM,new,25,results/2004-pgm/mastermind_04_08_03-0013,0.42,cd05pp,6.54884e-08,5.13
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0007,262.93,d02,0.0025,128.67
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0007,0.05,bklm16,,108.32
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0013,2.06,sbk05,1.30307e-06,5.78
2004-PGM,new,21,results/2004-pgm/mastermind_03_08_03-0010,1.05,bklm16,0,0.16
2004-PGM,old,,results/2004-pgm/blockmap_15_03-0005,0.06,bklm16,,22.59
2004-PGM,new,31,results/2004-pgm/mastermind_05_08_03-0000,1.45,d02,0.84512,5.38
2004-PGM,new,172,results/2004-pgm/blockmap_20_03-0010,1267.92,cd05pp,,1157.34
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0010,7.7,cd06,0.002066115702479339,47.48
2004-PGM,new,48,results/2004-pgm/blockmap_10_02-0015,4.83,cd06pp,0.0138889,35.95
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0009,38.24,cd06pp,0.00390625,280.9
2004-PGM,old,,results/2004-pgm/mastermind_04_08_03-0013,0.29,sbk05,6.54884e-08,3.28
2004-PGM,new,19,results/2004-pgm/blockmap_05_03-0003,0.32,sbk05,0.364431,2.5
2004-PGM,new,56,results/2004-pgm/blockmap_15_01-0015,54.03,d02,0.0666667,36.03
2004-PGM,new,166,results/2004-pgm/blockmap_20_02-0004,1179.98,cd05pp,,1130.05
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0002,32.05,d02pp,0.5625,69.6
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0010,6.03,cd06,0.05000000000000003,28.39
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0008,0.01,sbk05,1.9541e-21,4.1
2004-PGM,new,60,results/2004-pgm/blockmap_15_02-0006,189.27,bklm16,0.00390627,21.21
2004-PGM,new,48,results/2004-pgm/blockmap_10_02-0002,9.29,d02,0.00694444,12.3
2004-PGM,new,80,results/2004-pgm/blockmap_20_01-0014,244.23,sbk05,0.05,118.87
2004-PGM,new,38,results/2004-pgm/mastermind_03_08_05-0007,2.99,cd06pp,0,26.74
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0006,2.26,d02,0.09090909090909091,5.97
2004-PGM,new,19,results/2004-pgm/blockmap_05_02-0001,0.21,d02pp,0.388889,2.75
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0006,30.79,cd06pp,0.00390625,253.5
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0012,8.13,cd06,0.045454545454545484,110.72
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0001,1.18,d02,0.38888888888888895,2.26
2004-PGM,new,25,results/2004-pgm/mastermind_04_08_03-0012,0.5,cd05pp,9.27929e-07,5.06
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0006,1.78,cd06,5.368709120000015E-19,3.08
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0009,0.05,bklm16,,116.13
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0011,1000.06,sbk05,,274.64
2004-PGM,new,25,results/2004-pgm/mastermind_04_08_03-0013,0.41,d02pp,6.54884e-08,2.67
2004-PGM,new,20,results/2004-pgm/mastermind_03_08_03-0010,0.26,cd06pp,0,3.52
2004-PGM,new,50,results/2004-pgm/mastermind_10_08_03-0003,35.17,d02pp,0,6.78
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0002,3.48,cd06,0.5625000000000001,20.57
2004-PGM,new,40,results/2004-pgm/mastermind_03_08_05-0011,36.32,bklm16,0,1.94
2004-PGM,new,31,results/2004-pgm/blockmap_10_01-0006,3.84,cd06pp,0.0909091,28.04
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0002,31.65,cd05pp,0.5625,275.83
2004-PGM,new,206,results/2004-pgm/blockmap_22_01-0012,1416.1,cd06pp,,1244.5
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0000,3.65,cd05,,1111.3
2004-PGM,new,160,results/2004-pgm/blockmap_20_01-0010,1147.8,cd05pp,,1119.89
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0007,0.23,sbk05,8.21895e-05,271.33
2004-PGM,new,86,results/2004-pgm/blockmap_20_02-0000,1097.45,bklm16,,116.1
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0008,8.19,sbk05,0.00173611,9.6
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0015,36.86,d02pp,0.0024425,78.28999999999999
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0009,1.82,d02,1.052029218130496E-8,4.38
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0007,5.86,d02,0.002500000000000001,29.74
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0000,1.64,cd06pp,0.84512,7.39
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0003,2.58,cd05,2.824295364810003E-16,6.73
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0011,5.19,cd06,6.955175447215813E-11,20.41
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0004,328.48,d02,0.49,129.73
2004-PGM,new,49,results/2004-pgm/mastermind_10_08_03-0003,3.48,d02,0,6.44
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0015,3.02,cd05,0.003472222222222224,13.13
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0015,58.55,sbk05,0.00347222,11.85
2004-PGM,new,48,results/2004-pgm/mastermind_10_08_03-0014,1005.3,cd06pp,,10.95
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0002,0.46,cd06pp,0,4.99
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0009,0.67,cd06pp,1.05203e-08,5.14
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0000,212.06,d02pp,0.49,361.49
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0010,5.98,cd06,1.079796998164345E-4,35.95
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0007,2.73,d02,3.3848820329094567E-22,6.65
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0009,5.3,cd05,1.0797969981643453E-4,33.44
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0008,5.35,cd06pp,0.00173611,42.15
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0002,1.77,d02,5.629499534213128E-13,3.36
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0000,2.88,d02,0.8451200000000022,7.67
2004-PGM,old,,results/2004-pgm/blockmap_15_01-0015,4.04,d02,0.0666666666666667,28.12
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0002,47.95,cd06pp,0.5625,226.27
2004-PGM,new,164,results/2004-pgm/blockmap_20_02-0008,1202.38,cd05pp,,1141.53
2004-PGM,new,80,results/2004-pgm/blockmap_20_01-0014,272.21,d02,0.05,125.47
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0001,3.79,d02,0.29629629629629645,1048.01
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0001,0.14,bklm16,0.3888891,13.43
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0014,0.05,bklm16,,93.05
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0014,493.13,sbk05,0.0138889,10.96
2004-PGM,new,164,results/2004-pgm/blockmap_20_02-0007,1169.68,cd05pp,,1131.15
2004-PGM,old,,results/2004-pgm/blockmap_15_01-0015,0.06,bklm16,,18.15
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0014,3.32,cd05,0.013888888888888895,18.06
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0015,7.44,d02pp,0.00347222,19.06
2004-PGM,new,169,results/2004-pgm/blockmap_20_01-0006,1204.38,cd06pp,,1139.52
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0012,335.49,d02,0.0075,133.51
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0006,4.16,cd05,0.003906250000000002,12.39
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0006,0.05,bklm16,,19.8
2004-PGM,new,18,results/2004-pgm/blockmap_05_02-0015,0.27,d02,0.138889,2.7
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0001,0.06,bklm16,5.371325e-10,18.73
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0010,1.41,cd06,2.622745304794188E-13,2.52
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0010,0.14,sbk05,0.05,118.92
2004-PGM,new,36,results/2004-pgm/mastermind_04_08_04-0006,2.17,d02pp,0,8.61
2004-PGM,new,21,results/2004-pgm/blockmap_05_02-0015,0.19,d02pp,0.138889,2.16
2004-PGM,new,100,results/2004-pgm/blockmap_22_03-0007,361.58,d02pp,8.21895e-05,740.51
2004-PGM,new,39,results/2004-pgm/mastermind_03_08_05-0006,1.84,cd06pp,0,18.18
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0005,0.22,bklm16,7.098496e-16,60.59
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0012,33.82,d02pp,0.015625,71.57
2004-PGM,new,29,results/2004-pgm/mastermind_05_08_03-0006,0.9,d02,0,3.25
2004-PGM,old,,results/2004-pgm/blockmap_05_03-0013,0.08,bklm16,0.05247806,17.56
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0012,3.29,cd05,0.015625,44.27
2004-PGM,new,19,results/2004-pgm/blockmap_05_03-0003,0.75,bklm16,0.364431,0.14
2004-PGM,new,34,results/2004-pgm/mastermind_06_08_03-0008,4.88,bklm16,0,0.78
2004-PGM,new,39,results/2004-pgm/mastermind_03_08_05-0011,6.34,cd05pp,0,24.6
2004-PGM,new,28,results/2004-pgm/mastermind_05_08_03-0006,2.26,bklm16,0,0.28
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0007,1.76,cd05,3.3848820329094567E-22,6.22
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0001,0.07,sbk05,0.388889,2.96
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0001,34.58,bklm16,0.296297,3.73
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0013,2.31,cd06,1.3030669276002298E-6,5.98
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0001,1.22,cd06,5.371382384218495E-10,2.68
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0014,4.76,cd05,0.05000000000000003,71.46000000000001
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0015,5.88,d02,0.0019436345966958206,1074.4
2004-PGM,new,20,results/2004-pgm/mastermind_03_08_03-0010,0.29,cd05pp,0,3.71
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0015,3.86,cd06,0.0034722222222222238,10.67
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0002,0.52,cd05pp,0,5.55
2004-PGM,new,184,results/2004-pgm/blockmap_22_01-0015,1319.09,cd05pp,,1330.06
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0008,3.04,cd05,0.09090909090909093,6.52
2004-PGM,new,84,results/2004-pgm/blockmap_20_02-0012,321.77,sbk05,0.0075,143.29
2004-PGM,new,200,results/2004-pgm/blockmap_22_03-0014,1420.99,cd05pp,,1300.58
2004-PGM,old,,results/2004-pgm/mastermind_04_08_03-0013,0.44,bklm16,6.548831e-08,24.86
2004-PGM,old,,results/2004-pgm/blockmap_05_01-0011,0.02,sbk05,0.2,1.78
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0006,7.54,cd05,0.049999999999999996,33.57
2004-PGM,new,39,results/2004-pgm/mastermind_03_08_05-0007,1.69,d02pp,0,6.91
2004-PGM,new,18,results/2004-pgm/blockmap_05_02-0001,0.32,sbk05,0.388889,2.19
2004-PGM,new,96,results/2004-pgm/blockmap_22_02-0010,322.72,d02pp,0.00206612,630.67
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0014,10.55,d02,4.931371743239917E-4,1088.54
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0015,63.09,d02,0.0024425,35.88
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0002,3.71,cd05,,1060.04
2004-PGM,new,50,results/2004-pgm/mastermind_10_08_03-0014,1048.87,d02pp,,5.15
2004-PGM,new,35,results/2004-pgm/mastermind_06_08_03-0013,3.6,cd05pp,1.30307e-06,7.04
2004-PGM,new,18,results/2004-pgm/blockmap_05_02-0001,0.29,d02,0.388889,2.13
2004-PGM,new,38,results/2004-pgm/mastermind_03_08_05-0005,1.83,cd05pp,0,15.89
2004-PGM,new,80,results/2004-pgm/blockmap_20_01-0002,310.17,d02,0.8,138.82999999999998
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0009,4.16,cd06,0.003906249999999999,19.56
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0009,0.76,d02pp,1.05203e-08,5.28
2004-PGM,new,46,results/2004-pgm/blockmap_10_01-0008,19.42,bklm16,0.0909091,2.51
2004-PGM,new,94,results/2004-pgm/blockmap_22_02-0001,568.23,sbk05,0.464876,231.68
2004-PGM,new,99,results/2004-pgm/blockmap_22_02-0001,1214.16,bklm16,,204.55
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0001,7.64,d02pp,0.296296,20.9
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0015,6.66,d02,0.004132231404958679,1015.7
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0004,6.55,d02,0.48999999999999994,1021.94
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0001,10.21,d02,0.296296,14.43
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0001,4.07,cd06,0.29629629629629645,12.66
2004-PGM,new,47,results/2004-pgm/blockmap_10_01-0015,7.9,d02,0.0909091,12.28
2004-PGM,new,47,results/2004-pgm/blockmap_10_01-0008,6.27,sbk05,0.0909091,10.31
2004-PGM,new,45,results/2004-pgm/blockmap_15_01-0015,35.58,cd05pp,0.0666667,287.37
2004-PGM,new,174,results/2004-pgm/blockmap_20_02-0007,1168.32,cd06pp,,1137.31
2004-PGM,new,168,results/2004-pgm/blockmap_20_03-0009,1189.56,cd05pp,,1143.94
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0000,3.25,cd05,0.8451200000000023,10.64
2004-PGM,new,213,results/2004-pgm/blockmap_22_02-0011,1382.75,cd06pp,,1317.78
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0008,2.48,cd05,0.0017361111111111125,7.82
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0010,0.05,bklm16,,92.88
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0000,7.31,d02,0.2962962962962964,1022.23
2004-PGM,new,31,results/2004-pgm/mastermind_05_08_03-0002,1.85,bklm16,0,0.22
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0001,0.05,bklm16,,197.74
2004-PGM,new,210,results/2004-pgm/blockmap_22_01-0015,1286.41,cd06pp,,1235.82
2004-PGM,new,81,results/2004-pgm/blockmap_20_01-0010,250.09,sbk05,0.05,118.49000000000001
2004-PGM,new,84,results/2004-pgm/blockmap_20_02-0000,376.61,d02,0.49,139.87
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0000,1031.54,sbk05,,139.15
2004-PGM,new,80,results/2004-pgm/blockmap_20_01-0006,276.64,sbk05,0.05,140.38
2004-PGM,new,21,results/2004-pgm/mastermind_03_08_03-0001,0.41,sbk05,5.37138e-10,2.02
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0008,0.05,bklm16,,3.47
2004-PGM,new,48,results/2004-pgm/blockmap_10_02-0002,6.16,cd05pp,0.00694444,48.01
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0015,1.15,cd05,0.13888888888888892,2.27
2004-PGM,new,39,results/2004-pgm/mastermind_03_08_05-0007,3.14,cd05pp,0,20.61
2004-PGM,new,190,results/2004-pgm/blockmap_22_01-0004,1418.47,cd05pp,,1313.99
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0012,48.4,d02,0.015625,31.54
2004-PGM,old,,results/2004-pgm/blockmap_05_03-0003,0.09,sbk05,0.364431,1.85
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0012,0.07,bklm16,,207.68
2004-PGM,new,13,results/2004-pgm/blockmap_05_01-0011,0.12,cd06pp,0.2,3.03
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0014,7.61,cd06,4.931371743239917E-4,134.52
2004-PGM,new,40,results/2004-pgm/mastermind_03_08_05-0005,3.2,sbk05,0,5.2
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0008,2.53,cd05,1.9540975278572664E-21,4.59
2004-PGM,new,28,results/2004-pgm/mastermind_05_08_03-0006,0.98,sbk05,0,3.18
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0006,0.62,cd06pp,0,5.81
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0006,3.57,d02,0.003906250000000002,11.88
2004-PGM,new,31,results/2004-pgm/blockmap_10_01-0006,3.86,cd05pp,0.0909091,33.58
2004-PGM,new,25,results/2004-pgm/mastermind_04_08_03-0012,0.5,d02pp,9.27929e-07,4.68
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0006,1.55,cd05,5.368709120000015E-19,4.15
2004-PGM,new,22,results/2004-pgm/blockmap_05_03-0013,0.28,cd05pp,0.0524781,3.68
2004-PGM,new,48,results/2004-pgm/mastermind_10_08_03-0005,1043.11,sbk05,,4.74
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0006,0.08,bklm16,3.384873e-22,65.41
2004-PGM,new,96,results/2004-pgm/blockmap_22_02-0011,456.0,d02pp,0.00413223,708.7
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0006,2.09,cd05,3.384882032909457E-22,6.0
2004-PGM,old,,results/2004-pgm/blockmap_05_02-0015,1.09,d02,0.13888888888888895,1.78
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0008,5.67,d02,0.0025,30.85
2004-PGM,new,62,results/2004-pgm/blockmap_15_03-0015,219.82999999999998,bklm16,0.00244253,22.16
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0008,8.3,d02,0.00173611,9.8
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0006,1.99,d02,5.368709120000015E-19,3.04
2004-PGM,new,19,results/2004-pgm/blockmap_05_01-0011,0.43,bklm16,0.2,0.12
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0011,10.61,bklm16,6.955157e-11,60.0
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0015,6.76,cd05,0.045454545454545484,110.13
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0015,5.72,d02,0.045454545454545484,1009.43
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0013,2.95,d02,1.3030669276002305E-6,8.32
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0014,5.09,d02,0.05000000000000003,938.49
2004-PGM,new,19,results/2004-pgm/mastermind_03_08_03-0001,0.3,cd05pp,5.37138e-10,4.16
2004-PGM,old,,results/2004-pgm/mastermind_04_08_03-0012,0.61,bklm16,9.279272e-07,29.38
2004-PGM,new,60,results/2004-pgm/blockmap_15_02-0012,174.05,bklm16,0.015625,19.96
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0007,0.05,bklm16,,245.47
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0006,62.52,cd05pp,0.00390625,346.19
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0010,0.19,sbk05,0.00010798,149.79
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0006,3.59,cd06,0.003906250000000002,13.91
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0005,65.39,d02,0.148382,52.37
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0008,1.97,d02,1.9540975278572664E-21,4.23
2004-PGM,new,49,results/2004-pgm/mastermind_10_08_03-0005,6.01,d02,0,3.86
2004-PGM,new,63,results/2004-pgm/blockmap_20_01-0010,180.86,cd06pp,0.05,1107.22
2004-PGM,old,,results/2004-pgm/blockmap_15_03-0015,3.88,cd06,0.0024424994911459398,25.77
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0000,355.90999999999997,sbk05,0.49,141.73
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0004,1000.08,sbk05,,238.63
