encoding_time,inference_time,novelty,dataset,answer,instance,encoding
1.23,0.08,new,DQMR-60,3.63182e-05,results/DQMR/qmr-60/or-60-20-10-30,d02
1001.46,1.51,old,DQMR-60,0.050216847117884926,results/DQMR/qmr-60/or-60-10-7-10,d02
1.09,0.83,old,DQMR-60,0.03815204244769462,results/DQMR/qmr-60/or-60-10-4-20,cd05
0.09,0.07,new,DQMR-60,0.000382373,results/DQMR/qmr-60/or-60-10-1-30,bklm16
0.1,0.02,new,DQMR-60,0.377354,results/DQMR/qmr-60/or-60-5-9-10,cw
1.14,94.68,new,DQMR-60,0.0749118,results/DQMR/qmr-60/or-60-10-5-40,cd06
1.06,0.88,old,DQMR-60,0.013302794647291147,results/DQMR/qmr-60/or-60-10-4-30,d02
1.15,0.03,old,DQMR-60,0.000194799,results/DQMR/qmr-60/or-60-10-5-20,sbk05
1.24,1000.18,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-5-20,cd06
1.2,0.07,new,DQMR-60,9.27035e-06,results/DQMR/qmr-60/or-60-20-4-40,sbk05
0.09,0.08,new,DQMR-60,7.32018e-07,results/DQMR/qmr-60/or-60-10-3-40,bklm16
1.24,1000.14,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-7-30,cd05
1.16,1000.53,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-6-40,cd05
1.25,1000.36,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-4-30,cd06
0.11,0.02,new,DQMR-60,0.000133864,results/DQMR/qmr-60/or-60-20-7-30,cw
1.17,0.73,old,DQMR-60,8.042856687669646E-6,results/DQMR/qmr-60/or-60-10-2-40,cd06
0.11,0.02,new,DQMR-60,0.0102057,results/DQMR/qmr-60/or-60-5-4-30,cw
1.22,1000.57,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-6-30,cd05
0.11,0.02,new,DQMR-60,0.0502168,results/DQMR/qmr-60/or-60-10-7-10,cw
0.11,0.02,new,DQMR-60,9.16246e-05,results/DQMR/qmr-60/or-60-5-7-30,cw
1.11,1000.36,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-2-30,cd06
1.28,1000.17,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-4-20,cd05
1.18,0.06,new,DQMR-60,0.000837212,results/DQMR/qmr-60/or-60-10-10-20,sbk05
1.1,0.06,new,DQMR-60,0.00931385,results/DQMR/qmr-60/or-60-5-5-30,sbk05
1.14,1000.67,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-10-40,cd06
0.11,0.02,new,DQMR-60,0.00831262,results/DQMR/qmr-60/or-60-5-4-40,cw
0.09,0.07,new,DQMR-60,0.00314185,results/DQMR/qmr-60/or-60-5-7-20,bklm16
1.24,0.06,new,DQMR-60,0.00314185,results/DQMR/qmr-60/or-60-5-7-20,sbk05
2.0,1.38,old,DQMR-60,4.3022336460925116E-5,results/DQMR/qmr-60/or-60-10-2-20,cd06
1001.54,1.61,old,DQMR-60,0.1500946352969992,results/DQMR/qmr-60/or-60-10-4-10,d02
1.28,0.17,new,DQMR-60,1.28405e-05,results/DQMR/qmr-60/or-60-20-1-30,d02
1.05,0.81,old,DQMR-60,6.879421665342634E-6,results/DQMR/qmr-60/or-60-5-8-30,cd06
1.23,0.08,new,DQMR-60,1.90883e-05,results/DQMR/qmr-60/or-60-20-5-40,d02
1.4,0.06,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-5-1-40,bklm16
1.22,0.06,new,DQMR-60,0.0044012,results/DQMR/qmr-60/or-60-5-10-10,sbk05
1.27,1000.8,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-9-20,cd06
1.21,0.06,old,DQMR-60,0.0008706285,results/DQMR/qmr-60/or-60-5-6-30,bklm16
1.22,1000.5,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-10-30,cd06
1001.62,3.31,old,DQMR-60,0.0015391543872531332,results/DQMR/qmr-60/or-60-20-4-20,d02
1.33,1000.31,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-9-40,cd05
1.14,0.07,new,DQMR-60,2.68571e-05,results/DQMR/qmr-60/or-60-5-10-40,d02
1.28,1000.23,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-5-10,cd06
0.11,0.07,new,DQMR-60,0.0485726,results/DQMR/qmr-60/or-60-5-7-10,bklm16
1.14,0.77,old,DQMR-60,9.929452700826723E-6,results/DQMR/qmr-60/or-60-10-2-30,cd05
1.54,0.07,old,DQMR-60,6.940918e-156,results/DQMR/qmr-60/or-60-5-6-20,bklm16
11.57,33.37,old,DQMR-60,0.007169504,results/DQMR/qmr-60/or-60-20-8-10,bklm16
257.89,4.72,old,DQMR-60,0.0010102982780227467,results/DQMR/qmr-60/or-60-20-10-20,d02
1.36,1.04,old,DQMR-60,1.6607966121253578E-4,results/DQMR/qmr-60/or-60-10-6-20,d02
1.17,0.07,new,DQMR-60,9.16246e-05,results/DQMR/qmr-60/or-60-5-7-30,sbk05
1.22,0.08,new,DQMR-60,7.83323e-05,results/DQMR/qmr-60/or-60-20-4-30,d02
1001.38,1.32,old,DQMR-60,0.06999673481028361,results/DQMR/qmr-60/or-60-5-3-20,d02
1.13,0.79,old,DQMR-60,3.4797008976264964E-7,results/DQMR/qmr-60/or-60-20-9-30,d02
1.19,0.06,new,DQMR-60,0.00087063,results/DQMR/qmr-60/or-60-5-6-30,sbk05
1.23,0.88,old,DQMR-60,2.904589573694309E-6,results/DQMR/qmr-60/or-60-20-1-40,cd05
1.7,0.06,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-20-8-40,bklm16
0.11,0.02,new,DQMR-60,7.18712e-06,results/DQMR/qmr-60/or-60-10-3-30,cw
1.1,0.87,old,DQMR-60,3.7472563512203874E-4,results/DQMR/qmr-60/or-60-5-2-40,d02
0.94,0.64,old,DQMR-60,0.0013050041548992616,results/DQMR/qmr-60/or-60-10-7-40,d02
1.27,0.8,old,DQMR-60,5.3534870905243104E-8,results/DQMR/qmr-60/or-60-20-7-40,cd05
2.57,1.58,old,DQMR-60,0.1500946352969992,results/DQMR/qmr-60/or-60-10-4-10,cd06
1.12,0.17,old,DQMR-60,0.000837212,results/DQMR/qmr-60/or-60-10-10-20,sbk05
1.09,0.81,old,DQMR-60,9.162463169314239E-5,results/DQMR/qmr-60/or-60-5-7-30,d02
1.47,1.11,old,DQMR-60,4.8427871114625233E-4,results/DQMR/qmr-60/or-60-5-8-20,d02
1.16,0.06,new,DQMR-60,0.000354559,results/DQMR/qmr-60/or-60-20-5-30,sbk05
0.09,0.08,new,DQMR-60,7.18712e-06,results/DQMR/qmr-60/or-60-10-3-30,bklm16
1.21,0.08,new,DQMR-60,2.77506e-05,results/DQMR/qmr-60/or-60-10-5-30,d02
1.21,1000.72,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-4-30,cd06
1.2,0.07,new,DQMR-60,2.82707e-05,results/DQMR/qmr-60/or-60-5-8-40,sbk05
1.22,0.08,new,DQMR-60,3.60506e-06,results/DQMR/qmr-60/or-60-10-8-40,d02
0.1,0.02,new,DQMR-60,0.000354559,results/DQMR/qmr-60/or-60-20-5-30,cw
404.62,2.97,old,DQMR-60,1.3386399822433185E-4,results/DQMR/qmr-60/or-60-20-7-30,d02
1.25,0.96,old,DQMR-60,8.301034833169309E-4,results/DQMR/qmr-60/or-60-20-1-20,cd06
0.09,0.08,new,DQMR-60,1.64232e-05,results/DQMR/qmr-60/or-60-10-9-40,bklm16
1.74,0.11,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-5-9-20,bklm16
1.28,0.7,old,DQMR-60,0.00473583,results/DQMR/qmr-60/or-60-5-1-10,sbk05
1.2,0.07,new,DQMR-60,1.90883e-05,results/DQMR/qmr-60/or-60-20-5-40,sbk05
1.13,11.22,old,DQMR-60,0.000354559,results/DQMR/qmr-60/or-60-20-5-30,sbk05
1.31,1000.22,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-9-20,cd05
1.24,1000.11,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-8-20,cd05
1001.57,2.98,old,DQMR-60,0.007169491055075983,results/DQMR/qmr-60/or-60-20-8-10,d02
1.13,0.77,old,DQMR-60,2.350192786189155E-4,results/DQMR/qmr-60/or-60-5-9-40,cd05
1.55,1.16,old,DQMR-60,0.04857260194934239,results/DQMR/qmr-60/or-60-5-7-10,cd05
1.2,0.06,new,DQMR-60,1.19888e-05,results/DQMR/qmr-60/or-60-20-8-20,sbk05
0.1,0.07,new,DQMR-60,0.0130472,results/DQMR/qmr-60/or-60-10-8-10,bklm16
1.32,1000.72,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-7-30,cd06
1.19,0.01,old,DQMR-60,1.00404e-06,results/DQMR/qmr-60/or-60-10-6-40,sbk05
1.26,1000.19,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-9-30,cd06
1.36,0.88,old,DQMR-60,4.2937501682592046E-7,results/DQMR/qmr-60/or-60-10-1-40,cd05
1.21,1000.58,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-3-40,cd05
0.1,0.02,new,DQMR-60,0.0399657,results/DQMR/qmr-60/or-60-20-2-10,cw
1.2,0.11,new,DQMR-60,0.000382373,results/DQMR/qmr-60/or-60-10-1-30,d02
1.2,1000.4,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-5-30,cd05
1.1,0.75,old,DQMR-60,0.010205710585517365,results/DQMR/qmr-60/or-60-5-4-30,d02
1.32,0.87,old,DQMR-60,0.0017689974947649846,results/DQMR/qmr-60/or-60-5-2-20,cd06
0.11,0.02,new,DQMR-60,7.4739e-06,results/DQMR/qmr-60/or-60-10-10-30,cw
169.64,1.32,old,DQMR-60,8.372118563714162E-4,results/DQMR/qmr-60/or-60-10-10-20,d02
1.25,1000.68,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-9-30,cd06
334.33,9.54,old,DQMR-60,0.032918264991351476,results/DQMR/qmr-60/or-60-20-4-10,cd05
1.32,1000.64,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-1-20,cd05
1.2,1000.41,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-10-10,cd06
1.17,0.06,new,DQMR-60,0.000374726,results/DQMR/qmr-60/or-60-5-2-40,sbk05
1.23,0.07,new,DQMR-60,0.0816407,results/DQMR/qmr-60/or-60-5-5-10,d02
1.19,1000.9,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-2-30,cd06
1001.58,6.04,old,DQMR-60,0.038681578415377636,results/DQMR/qmr-60/or-60-20-7-10,d02
112.28999999999999,16.58,old,DQMR-60,0.060705650333712426,results/DQMR/qmr-60/or-60-20-5-10,cd06
1.08,0.29,old,DQMR-60,0.0332048,results/DQMR/qmr-60/or-60-5-4-10,sbk05
1.31,0.83,old,DQMR-60,1.1988845784709777E-5,results/DQMR/qmr-60/or-60-20-8-20,cd05
1.36,1000.21,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-10-10,cd05
0.11,0.02,new,DQMR-60,7.32018e-07,results/DQMR/qmr-60/or-60-10-3-40,cw
0.09,0.08,new,DQMR-60,0.000557628,results/DQMR/qmr-60/or-60-20-6-20,bklm16
1.63,0.07,old,DQMR-60,4.525607e-05,results/DQMR/qmr-60/or-60-5-10-30,bklm16
1.24,0.08,new,DQMR-60,0.001769,results/DQMR/qmr-60/or-60-5-2-20,d02
1.39,1.12,old,DQMR-60,0.004735828690060879,results/DQMR/qmr-60/or-60-5-1-10,cd06
1.24,799.74,new,DQMR-60,0.0192328,results/DQMR/qmr-60/or-60-10-6-40,cd06
5.53,1.25,old,DQMR-60,0.04710128697246249,results/DQMR/qmr-60/or-60-10-7-20,d02
0.08,0.07,new,DQMR-60,0.109419,results/DQMR/qmr-60/or-60-10-9-10,bklm16
1.26,0.08,new,DQMR-60,1.35926e-05,results/DQMR/qmr-60/or-60-20-9-20,d02
0.11,0.03,new,DQMR-60,8.47798e-07,results/DQMR/qmr-60/or-60-20-10-40,cw
1.22,0.02,old,DQMR-60,0.00127644,results/DQMR/qmr-60/or-60-10-9-20,sbk05
1.6,1.1,old,DQMR-60,2.8664820970948492E-6,results/DQMR/qmr-60/or-60-20-3-30,d02
1.2,0.66,old,DQMR-60,0.009313854966962892,results/DQMR/qmr-60/or-60-5-5-30,cd05
1.1,0.76,old,DQMR-60,8.706297006796466E-4,results/DQMR/qmr-60/or-60-5-6-30,d02
0.09,0.07,new,DQMR-60,0.00153915,results/DQMR/qmr-60/or-60-20-4-20,bklm16
1.22,0.07,new,DQMR-60,0.000133864,results/DQMR/qmr-60/or-60-20-7-30,sbk05
1.24,0.08,new,DQMR-60,0.150095,results/DQMR/qmr-60/or-60-10-4-10,d02
1.07,0.75,old,DQMR-60,0.009313854966962892,results/DQMR/qmr-60/or-60-5-5-30,cd06
1.17,1000.63,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-1-20,cd06
1.31,1000.13,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-7-10,cd05
1.22,0.06,new,DQMR-60,1.28405e-05,results/DQMR/qmr-60/or-60-20-1-30,sbk05
1.28,0.89,old,DQMR-60,1.6607966121253578E-4,results/DQMR/qmr-60/or-60-10-6-20,cd05
0.08,0.07,new,DQMR-60,0.0044012,results/DQMR/qmr-60/or-60-5-10-10,bklm16
1.38,0.07,old,DQMR-60,0.01032005,results/DQMR/qmr-60/or-60-5-5-20,bklm16
0.09,0.07,new,DQMR-60,0.00618119,results/DQMR/qmr-60/or-60-20-9-10,bklm16
1.22,14.83,new,DQMR-60,0.00622041,results/DQMR/qmr-60/or-60-5-8-40,cd06
1.3,1000.9,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-7-30,cd05
1.28,0.79,old,DQMR-60,0.0011605852539296612,results/DQMR/qmr-60/or-60-5-9-30,cd06
132.6,1.91,old,DQMR-60,0.012589519244679812,results/DQMR/qmr-60/or-60-10-1-20,d02
1.61,0.65,old,DQMR-60,0.01304719,results/DQMR/qmr-60/or-60-10-8-10,bklm16
1.11,0.06,new,DQMR-60,0.038152,results/DQMR/qmr-60/or-60-10-4-20,sbk05
1.63,1.2,old,DQMR-60,1.2081586289143092E-4,results/DQMR/qmr-60/or-60-20-2-20,cd06
1.16,0.06,new,DQMR-60,7.83323e-05,results/DQMR/qmr-60/or-60-20-4-30,sbk05
33.31,3.39,old,DQMR-60,0.0015391543872531326,results/DQMR/qmr-60/or-60-20-4-20,cd05
0.09,0.07,new,DQMR-60,0.0010103,results/DQMR/qmr-60/or-60-20-10-20,bklm16
0.09,0.07,new,DQMR-60,0.0607057,results/DQMR/qmr-60/or-60-20-5-10,bklm16
2.99,1.5,old,DQMR-60,0.001010298278022747,results/DQMR/qmr-60/or-60-20-10-20,cd05
1.59,0.35,old,DQMR-60,0.03320471,results/DQMR/qmr-60/or-60-5-4-10,bklm16
0.09,0.07,new,DQMR-60,8.04286e-06,results/DQMR/qmr-60/or-60-10-2-40,bklm16
1.23,792.07,new,DQMR-60,0.0582751,results/DQMR/qmr-60/or-60-5-2-40,cd06
1.15,0.06,new,DQMR-60,0.0714993,results/DQMR/qmr-60/or-60-10-10-10,sbk05
0.09,0.08,new,DQMR-60,0.00872796,results/DQMR/qmr-60/or-60-10-4-40,bklm16
1.1,1000.9,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-2-40,cd06
1.17,0.06,new,DQMR-60,2.77506e-05,results/DQMR/qmr-60/or-60-10-5-30,sbk05
0.08,0.07,new,DQMR-60,0.001305,results/DQMR/qmr-60/or-60-10-7-40,bklm16
1.24,0.81,old,DQMR-60,2.904589573694309E-6,results/DQMR/qmr-60/or-60-20-1-40,cd06
1.3,862.4,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-3-10,cd06
1.21,1000.24,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-6-10,cd05
1.21,0.78,old,DQMR-60,4.5256132991118736E-5,results/DQMR/qmr-60/or-60-5-10-30,cd05
3.86,1.66,old,DQMR-60,4.588658633307496E-5,results/DQMR/qmr-60/or-60-20-6-30,cd05
0.11,0.02,new,DQMR-60,2.77506e-05,results/DQMR/qmr-60/or-60-10-5-30,cw
1.26,0.91,old,DQMR-60,7.320177347878883E-7,results/DQMR/qmr-60/or-60-10-3-40,d02
119.63,6.2,old,DQMR-60,0.039965722956267546,results/DQMR/qmr-60/or-60-20-2-10,cd05
2.97,1.42,old,DQMR-60,7.833233401213869E-5,results/DQMR/qmr-60/or-60-20-4-30,cd05
1.24,0.93,old,DQMR-60,0.0017689974947649846,results/DQMR/qmr-60/or-60-5-2-20,cd05
0.11,0.02,new,DQMR-60,2.90146e-06,results/DQMR/qmr-60/or-60-5-1-40,cw
1.26,1000.51,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-7-30,cd05
0.1,0.02,new,DQMR-60,0.0811251,results/DQMR/qmr-60/or-60-5-8-10,cw
1.2,1001.08,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-4-40,cd06
1.29,0.48,new,DQMR-60,0.448364,results/DQMR/qmr-60/or-60-5-4-40,cd06
1.19,0.06,new,DQMR-60,0.00466463,results/DQMR/qmr-60/or-60-10-5-10,sbk05
1.26,1000.83,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-5-40,cd05
1.12,104.82,old,DQMR-60,0.0356732,results/DQMR/qmr-60/or-60-20-10-10,sbk05
1.19,0.1,old,DQMR-60,8.47798e-07,results/DQMR/qmr-60/or-60-20-10-40,sbk05
1.19,0.79,old,DQMR-60,0.0011605852539296612,results/DQMR/qmr-60/or-60-5-9-30,cd05
1.28,0.08,new,DQMR-60,3.46712e-05,results/DQMR/qmr-60/or-60-10-9-30,d02
1.29,1000.84,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-3-20,cd06
1.25,1000.42,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-10-20,cd06
0.09,0.08,new,DQMR-60,8.47798e-07,results/DQMR/qmr-60/or-60-20-10-40,bklm16
1.23,1001.21,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-3-20,cd06
1.17,0.01,old,DQMR-60,1.26144e-07,results/DQMR/qmr-60/or-60-20-8-40,sbk05
317.8,2.03,old,DQMR-60,0.10941898913151243,results/DQMR/qmr-60/or-60-10-9-10,d02
1.23,0.06,new,DQMR-60,7.18712e-06,results/DQMR/qmr-60/or-60-10-3-30,sbk05
1.36,0.06,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-10-4-40,bklm16
93.84,16.65,old,DQMR-60,0.16448630391000008,results/DQMR/qmr-60/or-60-10-3-10,cd06
1.26,0.09,new,DQMR-60,7.32018e-07,results/DQMR/qmr-60/or-60-10-3-40,d02
1.16,0.07,new,DQMR-60,0.000830103,results/DQMR/qmr-60/or-60-20-1-20,d02
1.21,1000.35,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-8-40,cd05
1.16,1001.34,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-4-20,cd06
2.25,1.51,old,DQMR-60,4.588658633307496E-5,results/DQMR/qmr-60/or-60-20-6-30,cd06
9.77,2.18,old,DQMR-60,3.5455863476905176E-4,results/DQMR/qmr-60/or-60-20-5-30,cd05
2.65,1.69,old,DQMR-60,0.3972143184582181,results/DQMR/qmr-60/or-60-5-6-10,cd06
1.12,1000.12,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-8-10,cd05
68.01,1.31,old,DQMR-60,8.301034833169309E-4,results/DQMR/qmr-60/or-60-20-1-20,d02
1.16,0.06,new,DQMR-60,0.00116059,results/DQMR/qmr-60/or-60-5-9-30,sbk05
1.04,0.06,new,DQMR-60,1.52608e-05,results/DQMR/qmr-60/or-60-5-5-40,sbk05
1.32,1.07,old,DQMR-60,7.187122910906726E-6,results/DQMR/qmr-60/or-60-10-3-30,cd06
17.23,4.38,old,DQMR-60,0.07149926913264902,results/DQMR/qmr-60/or-60-10-10-10,cd06
1.22,0.01,old,DQMR-60,0.0103201,results/DQMR/qmr-60/or-60-5-5-20,sbk05
1.23,0.08,new,DQMR-60,0.0140774,results/DQMR/qmr-60/or-60-20-6-10,d02
1.86,1.45,old,DQMR-60,8.727815189473723E-5,results/DQMR/qmr-60/or-60-10-3-20,cd06
1.23,0.06,new,DQMR-60,0.0607057,results/DQMR/qmr-60/or-60-20-5-10,sbk05
1001.11,16.5,old,DQMR-60,0.060705650333712426,results/DQMR/qmr-60/or-60-20-5-10,d02
1.36,1.1,old,DQMR-60,1.9088330626956786E-5,results/DQMR/qmr-60/or-60-20-5-40,cd06
1.96,1.28,old,DQMR-60,0.03815204244769462,results/DQMR/qmr-60/or-60-10-4-20,d02
1.08,0.01,old,DQMR-60,8.04286e-06,results/DQMR/qmr-60/or-60-10-2-40,sbk05
1.14,1000.46,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-4-20,cd05
1.26,1000.2,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-2-20,cd05
1.17,0.88,old,DQMR-60,0.0029311950963470893,results/DQMR/qmr-60/or-60-10-7-30,cd05
1.32,1000.68,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-9-20,cd06
1.15,0.01,old,DQMR-60,8.36326e-07,results/DQMR/qmr-60/or-60-20-8-30,sbk05
1.29,1000.35,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-7-40,cd06
1.23,0.08,new,DQMR-60,0.0010103,results/DQMR/qmr-60/or-60-20-10-20,d02
1.14,0.23,old,DQMR-60,0.000830103,results/DQMR/qmr-60/or-60-20-1-20,sbk05
0.1,0.02,new,DQMR-60,0.109419,results/DQMR/qmr-60/or-60-10-9-10,cw
1.22,0.08,new,DQMR-60,0.0121511,results/DQMR/qmr-60/or-60-20-5-20,d02
1.27,1000.08,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-7-10,cd05
1.3,0.08,new,DQMR-60,1.26144e-07,results/DQMR/qmr-60/or-60-20-8-40,d02
1.17,0.67,old,DQMR-60,2.6857133119782545E-5,results/DQMR/qmr-60/or-60-5-10-40,cd06
0.99,0.72,old,DQMR-60,8.042856687669651E-6,results/DQMR/qmr-60/or-60-10-2-40,d02
0.09,0.07,new,DQMR-60,8.36326e-07,results/DQMR/qmr-60/or-60-20-8-30,bklm16
1.28,0.93,old,DQMR-60,4.139447813072095E-5,results/DQMR/qmr-60/or-60-5-1-20,cd06
5.82,2.03,old,DQMR-60,4.1394478130720966E-5,results/DQMR/qmr-60/or-60-5-1-20,d02
4.08,1.16,old,DQMR-60,3.631817631146328E-5,results/DQMR/qmr-60/or-60-20-10-30,d02
1.25,1.05,old,DQMR-60,1.9088330626956786E-5,results/DQMR/qmr-60/or-60-20-5-40,cd05
1.17,1000.29,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-2-40,cd05
1.19,244.55,old,DQMR-60,0.0363679,results/DQMR/qmr-60/or-60-10-6-10,sbk05
0.09,0.08,new,DQMR-60,0.0102057,results/DQMR/qmr-60/or-60-5-4-30,bklm16
1.49,0.06,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-10-2-30,bklm16
1.57,0.12,new,DQMR-60,2.90146e-06,results/DQMR/qmr-60/or-60-5-1-40,d02
24.72,3.78,old,DQMR-60,0.0161931299387917,results/DQMR/qmr-60/or-60-5-4-20,cd06
1.25,1000.37,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-7-20,cd05
1.23,0.06,old,DQMR-60,8.042835e-06,results/DQMR/qmr-60/or-60-10-2-40,bklm16
1.25,1000.32,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-9-30,cd05
1.19,0.06,new,DQMR-60,0.0010103,results/DQMR/qmr-60/or-60-20-10-20,sbk05
1.29,1001.46,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-1-40,cd06
1.21,0.08,new,DQMR-60,0.0125895,results/DQMR/qmr-60/or-60-10-1-20,d02
1.08,0.06,new,DQMR-60,0.0130472,results/DQMR/qmr-60/or-60-10-8-10,sbk05
1.29,0.41,old,DQMR-60,7.18712e-06,results/DQMR/qmr-60/or-60-10-3-30,sbk05
0.09,0.07,new,DQMR-60,3.40481e-05,results/DQMR/qmr-60/or-60-10-8-30,bklm16
1.1,0.06,new,DQMR-60,8.36326e-07,results/DQMR/qmr-60/or-60-20-8-30,sbk05
1001.23,3.14,old,DQMR-60,0.035673229561430056,results/DQMR/qmr-60/or-60-20-10-10,d02
2.36,2.71,old,DQMR-60,4.302222e-05,results/DQMR/qmr-60/or-60-10-2-20,bklm16
593.71,20.11,old,DQMR-60,0.06070565033371244,results/DQMR/qmr-60/or-60-20-5-10,cd05
1.21,1000.45,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-2-40,cd05
1.17,0.07,new,DQMR-60,0.000235019,results/DQMR/qmr-60/or-60-5-9-40,sbk05
1.23,800.05,old,DQMR-60,0.164486,results/DQMR/qmr-60/or-60-10-3-10,sbk05
1.25,1000.84,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-10-40,cd06
0.08,0.07,new,DQMR-60,0.000408262,results/DQMR/qmr-60/or-60-20-7-20,bklm16
0.1,0.02,new,DQMR-60,1.52608e-05,results/DQMR/qmr-60/or-60-5-5-40,cw
1.11,0.06,new,DQMR-60,3.2413e-05,results/DQMR/qmr-60/or-60-20-3-20,sbk05
1.29,1000.32,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-9-30,cd05
1.09,0.78,old,DQMR-60,2.486006424677307E-4,results/DQMR/qmr-60/or-60-5-3-40,d02
0.09,0.08,new,DQMR-60,7.4739e-06,results/DQMR/qmr-60/or-60-10-10-30,bklm16
1.22,3.09,old,DQMR-60,0.0502168,results/DQMR/qmr-60/or-60-10-7-10,sbk05
1.13,0.07,new,DQMR-60,4.29375e-07,results/DQMR/qmr-60/or-60-10-1-40,sbk05
0.09,0.08,new,DQMR-60,2.77506e-05,results/DQMR/qmr-60/or-60-10-5-30,bklm16
1.15,0.8,old,DQMR-60,2.783760718101197E-7,results/DQMR/qmr-60/or-60-20-9-40,d02
1.23,0.02,old,DQMR-60,1.1791e-07,results/DQMR/qmr-60/or-60-20-3-40,sbk05
1.11,0.07,new,DQMR-60,5.80284e-06,results/DQMR/qmr-60/or-60-10-5-40,d02
1.23,1000.48,new,DQMR-60,,results/DQMR/qmr-60/or-60-20-9-40,cd06
1.31,0.11,old,DQMR-60,1.359261e-05,results/DQMR/qmr-60/or-60-20-9-20,bklm16
1.24,65.02,new,DQMR-60,0.448364,results/DQMR/qmr-60/or-60-5-4-40,cd05
1.25,1000.41,new,DQMR-60,,results/DQMR/qmr-60/or-60-5-10-10,cd05
1.18,0.06,new,DQMR-60,0.0363679,results/DQMR/qmr-60/or-60-10-6-10,sbk05
0.13,0.04,new,DQMR-60,2.82707e-05,results/DQMR/qmr-60/or-60-5-8-40,cw
1.12,0.01,old,DQMR-60,6.61685e-07,results/DQMR/qmr-60/or-60-10-10-40,sbk05
1.25,1000.39,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-6-30,cd05
0.11,0.02,new,DQMR-60,4.52561e-05,results/DQMR/qmr-60/or-60-5-10-30,cw
1.73,0.06,old,DQMR-60,0.0,results/DQMR/qmr-60/or-60-5-4-40,bklm16
1.29,0.82,old,DQMR-60,7.473900139840756E-6,results/DQMR/qmr-60/or-60-10-10-30,d02
1.23,0.1,new,DQMR-60,0.000248601,results/DQMR/qmr-60/or-60-5-3-40,sbk05
1.31,1000.43,new,DQMR-60,,results/DQMR/qmr-60/or-60-10-10-10,cd05
297.29,15.69,old,DQMR-60,0.16448630391000008,results/DQMR/qmr-60/or-60-10-3-10,cd05
1.26,0.94,old,DQMR-60,3.63182e-05,results/DQMR/qmr-60/or-60-20-10-30,sbk05
0.09,0.07,new,DQMR-60,0.00219407,results/DQMR/qmr-60/or-60-5-6-20,bklm16
