encoding_time,inference_time,novelty,dataset,answer,instance,encoding
11.53,9.52,old,Grid-90,0.9315714,results/Grid/Ratio_90/90-30-3.dne,bklm16
1.56,1006.02,new,Grid-90,,results/Grid/Ratio_90/90-46-8.dne,cw
6.79,1003.46,new,Grid-90,,results/Grid/Ratio_90/90-50-9.dne,cd05
0.09,479.31,new,Grid-90,0.154522,results/Grid/Ratio_90/90-19-8.dne,bklm16
2.64,1005.08,new,Grid-90,,results/Grid/Ratio_90/90-26-5.dne,sbk05
3.5,1010.38,new,Grid-90,,results/Grid/Ratio_90/90-25-7.dne,cd05
2.0,161.81,new,Grid-90,0.139962,results/Grid/Ratio_90/90-20-6.dne,d02
2.85,735.4,new,Grid-90,,results/Grid/Ratio_90/90-25-5.dne,cd06
2.67,1.43,old,Grid-90,0.49076419060686616,results/Grid/Ratio_90/90-23-6.dne,d02
2.03,1.09,old,Grid-90,0.1827268302085595,results/Grid/Ratio_90/90-18-3.dne,cd05
2.15,0.95,old,Grid-90,,results/Grid/Ratio_90/90-24-6.dne,d02
8.83,2.21,old,Grid-90,,results/Grid/Ratio_90/90-50-2.dne,cd06
4.65,0.85,old,Grid-90,0.7955806,results/Grid/Ratio_90/90-21-2.dne,bklm16
1.93,0.46,old,Grid-90,0.154522,results/Grid/Ratio_90/90-19-8.dne,sbk05
1.91,1.11,old,Grid-90,0.10227035111616761,results/Grid/Ratio_90/90-15-3.dne,d02
551.49,17.2,old,Grid-90,0.15977296837273172,results/Grid/Ratio_90/90-34-4.dne,d02
903.78,18.51,old,Grid-90,0.8733953232931295,results/Grid/Ratio_90/90-38-3.dne,d02
5.0,1.37,old,Grid-90,0.48067972652821017,results/Grid/Ratio_90/90-24-9.dne,cd05
6.86,1001.97,new,Grid-90,,results/Grid/Ratio_90/90-50-5.dne,cd06
6.18,1003.09,new,Grid-90,,results/Grid/Ratio_90/90-46-6.dne,cd06
0.2,1002.5,new,Grid-90,,results/Grid/Ratio_90/90-34-10.dne,bklm16
2.55,1.53,old,Grid-90,0.8376727204233213,results/Grid/Ratio_90/90-18-8.dne,d02
5.22,1129.86,new,Grid-90,,results/Grid/Ratio_90/90-42-9.dne,sbk05
2.18,0.8,old,Grid-90,,results/Grid/Ratio_90/90-19-9.dne,cd05
2.99,1001.98,old,Grid-90,,results/Grid/Ratio_90/90-34-10.dne,sbk05
2.14,813.79,new,Grid-90,0.997087,results/Grid/Ratio_90/90-21-7.dne,sbk05
6.34,1002.38,new,Grid-90,,results/Grid/Ratio_90/90-46-2.dne,cd06
0.57,12.59,new,Grid-90,0.252802,results/Grid/Ratio_90/90-34-1.dne,cw
3.06,1003.3,new,Grid-90,,results/Grid/Ratio_90/90-30-6.dne,d02
3.96,1001.13,new,Grid-90,,results/Grid/Ratio_90/90-34-4.dne,cd05
2.81,0.86,old,Grid-90,,results/Grid/Ratio_90/90-24-6.dne,cd06
1.62,199.24,new,Grid-90,0.6202,results/Grid/Ratio_90/90-46-6.dne,cw
1016.07,1.56,old,Grid-90,,results/Grid/Ratio_90/90-46-8.dne,cd05
2.3,1003.09,new,Grid-90,,results/Grid/Ratio_90/90-22-10.dne,d02
3.03,0.07,old,Grid-90,0.2927801,results/Grid/Ratio_90/90-15-7.dne,bklm16
2.04,1005.43,new,Grid-90,,results/Grid/Ratio_90/90-19-10.dne,cd06
0.08,0.1,new,Grid-90,0.397209,results/Grid/Ratio_90/90-10-3.dne,bklm16
0.1,0.09,new,Grid-90,0.210568,results/Grid/Ratio_90/90-14-5.dne,cw
224.16,10.18,old,Grid-90,0.2528023736248758,results/Grid/Ratio_90/90-34-1.dne,cd06
3.15,1003.6,new,Grid-90,,results/Grid/Ratio_90/90-25-7.dne,d02
21.78,2.18,old,Grid-90,,results/Grid/Ratio_90/90-46-10.dne,cd05
0.4,1000.6,new,Grid-90,,results/Grid/Ratio_90/90-21-4.dne,bklm16
1.52,1004.49,new,Grid-90,,results/Grid/Ratio_90/90-18-3.dne,cd05
2.56,0.87,old,Grid-90,,results/Grid/Ratio_90/90-22-8.dne,cd06
1.6,1004.16,new,Grid-90,,results/Grid/Ratio_90/90-18-3.dne,cd06
0.14,0.08,new,Grid-90,0,results/Grid/Ratio_90/90-19-3.dne,cw
3.37,808.48,new,Grid-90,,results/Grid/Ratio_90/90-34-6.dne,sbk05
1.97,1002.62,new,Grid-90,,results/Grid/Ratio_90/90-20-2.dne,cd05
4.17,1002.91,old,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,sbk05
0.09,1004.84,new,Grid-90,,results/Grid/Ratio_90/90-18-4.dne,bklm16
4.06,1.51,old,Grid-90,0.9999990899978084,results/Grid/Ratio_90/90-24-2.dne,cd05
1.57,1002.76,new,Grid-90,,results/Grid/Ratio_90/90-18-2.dne,cd06
6.44,1.5,old,Grid-90,0.8157229328005966,results/Grid/Ratio_90/90-24-10.dne,d02
1.85,0.94,old,Grid-90,0.20354257115247415,results/Grid/Ratio_90/90-16-9.dne,cd06
0.17,1004.75,new,Grid-90,,results/Grid/Ratio_90/90-23-10.dne,bklm16
1.54,73.35,new,Grid-90,6.56179e+17,results/Grid/Ratio_90/90-14-3.dne,cd05
5.52,1002.23,new,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,sbk05
2.31,0.85,old,Grid-90,,results/Grid/Ratio_90/90-17-7.dne,cd05
1.57,1007.0,new,Grid-90,,results/Grid/Ratio_90/90-16-3.dne,cd05
1.11,0.78,old,Grid-90,0.9555533970681376,results/Grid/Ratio_90/90-10-9.dne,d02
1.55,3.79,new,Grid-90,0.964163,results/Grid/Ratio_90/90-17-4.dne,d02
5.81,1002.18,new,Grid-90,,results/Grid/Ratio_90/90-46-5.dne,cd06
1.9,1.09,old,Grid-90,0.4244282625580506,results/Grid/Ratio_90/90-17-10.dne,cd05
3.41,1001.08,old,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,sbk05
0.19,0.13,new,Grid-90,1,results/Grid/Ratio_90/90-22-3.dne,cw
4.59,1005.52,new,Grid-90,,results/Grid/Ratio_90/90-21-3.dne,cd06
1.62,0.11,old,Grid-90,0,results/Grid/Ratio_90/90-19-9.dne,sbk05
1014.33,1.35,old,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,cd06
7.98,0.07,old,Grid-90,0.0,results/Grid/Ratio_90/90-26-7.dne,bklm16
9.95,2.03,old,Grid-90,0.6666162511064012,results/Grid/Ratio_90/90-26-5.dne,d02
1.26,173.49,new,Grid-90,4.74372e+23,results/Grid/Ratio_90/90-15-7.dne,cd05
1.47,144.53,new,Grid-90,0.320649,results/Grid/Ratio_90/90-16-4.dne,sbk05
6.85,1.22,old,Grid-90,0.4806797,results/Grid/Ratio_90/90-24-9.dne,bklm16
2.95,1.33,old,Grid-90,0.86889445047065,results/Grid/Ratio_90/90-25-2.dne,d02
10.99,1.96,old,Grid-90,0.8838592013524027,results/Grid/Ratio_90/90-25-4.dne,d02
2.59,330.3,old,Grid-90,0.666616,results/Grid/Ratio_90/90-26-5.dne,sbk05
0.19,1.48,new,Grid-90,0.17901,results/Grid/Ratio_90/90-12-6.dne,bklm16
1.33,60.88,new,Grid-90,4.98626e+20,results/Grid/Ratio_90/90-12-3.dne,cd05
0.08,0.01,new,Grid-90,0.447534,results/Grid/Ratio_90/90-10-10.dne,cw
0.56,1003.05,new,Grid-90,,results/Grid/Ratio_90/90-34-10.dne,cw
2.29,1005.37,new,Grid-90,,results/Grid/Ratio_90/90-22-10.dne,cd06
1.39,0.82,old,Grid-90,0.3043065759447357,results/Grid/Ratio_90/90-12-7.dne,cd05
4.04,1002.61,new,Grid-90,,results/Grid/Ratio_90/90-34-6.dne,d02
5.59,0.7,old,Grid-90,0.5937343,results/Grid/Ratio_90/90-22-1.dne,bklm16
2.95,1002.57,new,Grid-90,,results/Grid/Ratio_90/90-26-1.dne,cd05
3.34,1.06,old,Grid-90,,results/Grid/Ratio_90/90-26-1.dne,cd06
2.67,1.22,old,Grid-90,0.9970867866102318,results/Grid/Ratio_90/90-21-7.dne,cd06
2.29,1006.21,new,Grid-90,,results/Grid/Ratio_90/90-24-4.dne,sbk05
263.02,8.26,old,Grid-90,0.42013715316975986,results/Grid/Ratio_90/90-30-9.dne,d02
2.96,1.27,old,Grid-90,0.5937338390903215,results/Grid/Ratio_90/90-22-1.dne,cd06
2.01,1005.76,new,Grid-90,,results/Grid/Ratio_90/90-21-10.dne,cd06
1.93,1117.24,new,Grid-90,,results/Grid/Ratio_90/90-18-8.dne,cd06
0.1,1.42,new,Grid-90,0.872676,results/Grid/Ratio_90/90-12-3.dne,bklm16
0.18,0.14,new,Grid-90,0.0680096,results/Grid/Ratio_90/90-22-9.dne,cw
9.9,2.16,old,Grid-90,0.15977296837273167,results/Grid/Ratio_90/90-34-4.dne,cd06
2.84,1.31,old,Grid-90,0.42347861695789596,results/Grid/Ratio_90/90-20-1.dne,cd05
2.65,1002.58,new,Grid-90,,results/Grid/Ratio_90/90-26-4.dne,sbk05
1.91,1002.29,new,Grid-90,,results/Grid/Ratio_90/90-18-4.dne,cd05
4.77,1002.38,new,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,cd06
1.32,260.8,new,Grid-90,1.68941e+37,results/Grid/Ratio_90/90-16-9.dne,cd06
0.1,1006.67,new,Grid-90,,results/Grid/Ratio_90/90-21-10.dne,bklm16
2.13,1006.29,new,Grid-90,,results/Grid/Ratio_90/90-22-3.dne,cd06
16.97,47.15,old,Grid-90,0.3608531,results/Grid/Ratio_90/90-30-1.dne,bklm16
0.39,0.7,new,Grid-90,1,results/Grid/Ratio_90/90-30-6.dne,cw
2.21,1.05,old,Grid-90,,results/Grid/Ratio_90/90-26-7.dne,d02
5.03,1086.43,old,Grid-90,,results/Grid/Ratio_90/90-42-4.dne,sbk05
1007.34,1.89,old,Grid-90,,results/Grid/Ratio_90/90-46-2.dne,cd05
2.57,1002.43,old,Grid-90,,results/Grid/Ratio_90/90-25-8.dne,sbk05
3.14,1003.09,new,Grid-90,,results/Grid/Ratio_90/90-25-10.dne,sbk05
2.63,0.88,old,Grid-90,,results/Grid/Ratio_90/90-22-8.dne,cd05
0.08,0.01,new,Grid-90,0.397209,results/Grid/Ratio_90/90-10-3.dne,cw
5.57,1008.36,old,Grid-90,,results/Grid/Ratio_90/90-46-5.dne,sbk05
5.58,1001.15,new,Grid-90,,results/Grid/Ratio_90/90-22-8.dne,cd05
196.17000000000002,6.22,old,Grid-90,1.0000003713141679,results/Grid/Ratio_90/90-34-6.dne,cd05
1.97,2.55,old,Grid-90,0.00815648,results/Grid/Ratio_90/90-20-10.dne,sbk05
3.98,1000.99,old,Grid-90,,results/Grid/Ratio_90/90-34-5.dne,sbk05
1.65,0.79,old,Grid-90,1.0000003406264981,results/Grid/Ratio_90/90-14-7.dne,cd06
2.63,1.21,old,Grid-90,0.34981968262676005,results/Grid/Ratio_90/90-19-2.dne,cd05
0.14,0.16,new,Grid-90,0.867537,results/Grid/Ratio_90/90-19-7.dne,cw
2.0,0.93,old,Grid-90,,results/Grid/Ratio_90/90-22-8.dne,d02
2.36,1.24,old,Grid-90,0.423478616957896,results/Grid/Ratio_90/90-20-1.dne,cd06
6.01,1001.53,new,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,cd05
1.6,1001.05,new,Grid-90,,results/Grid/Ratio_90/90-17-2.dne,cd06
1.95,0.87,old,Grid-90,,results/Grid/Ratio_90/90-17-7.dne,d02
6.76,1004.08,new,Grid-90,,results/Grid/Ratio_90/90-50-4.dne,d02
2.14,1004.01,new,Grid-90,,results/Grid/Ratio_90/90-22-8.dne,cd06
0.15,0.18,new,Grid-90,0.854661,results/Grid/Ratio_90/90-20-9.dne,cw
1012.92,1.35,old,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,cd05
1.78,1006.61,new,Grid-90,,results/Grid/Ratio_90/90-19-2.dne,d02
1.89,1006.54,new,Grid-90,,results/Grid/Ratio_90/90-20-6.dne,cd06
2.96,1.44,old,Grid-90,0.008156480092494518,results/Grid/Ratio_90/90-20-10.dne,cd05
2.0,1002.58,new,Grid-90,,results/Grid/Ratio_90/90-20-2.dne,cd06
6.68,1003.05,new,Grid-90,,results/Grid/Ratio_90/90-50-9.dne,cd06
4.64,1001.72,new,Grid-90,,results/Grid/Ratio_90/90-38-10.dne,sbk05
17.12,16.87,old,Grid-90,1.000001,results/Grid/Ratio_90/90-34-3.dne,bklm16
0.09,0.12,new,Grid-90,0,results/Grid/Ratio_90/90-10-8.dne,bklm16
0.18,1001.62,new,Grid-90,,results/Grid/Ratio_90/90-30-1.dne,bklm16
2.14,0.99,old,Grid-90,0.4260331792338119,results/Grid/Ratio_90/90-18-7.dne,cd05
0.14,1000.77,new,Grid-90,,results/Grid/Ratio_90/90-26-6.dne,bklm16
5.67,1001.86,old,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,sbk05
0.12,863.71,new,Grid-90,0.421862,results/Grid/Ratio_90/90-20-5.dne,bklm16
1.68,0.94,old,Grid-90,0.2817683265755294,results/Grid/Ratio_90/90-14-2.dne,cd06
1.84,0.97,old,Grid-90,0.8726761517843924,results/Grid/Ratio_90/90-12-3.dne,cd06
2.14,1005.21,new,Grid-90,,results/Grid/Ratio_90/90-20-3.dne,cd06
1008.46,1.22,old,Grid-90,,results/Grid/Ratio_90/90-38-10.dne,cd05
1.85,0.09,old,Grid-90,0.6714327,results/Grid/Ratio_90/90-12-1.dne,bklm16
70.05,4.8,old,Grid-90,0.8545757108656202,results/Grid/Ratio_90/90-42-6.dne,cd06
4.83,1.57,old,Grid-90,0.9999990899978087,results/Grid/Ratio_90/90-24-2.dne,d02
0.32,1002.85,new,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,bklm16
0.1,1002.46,new,Grid-90,,results/Grid/Ratio_90/90-18-5.dne,bklm16
2.78,1005.52,new,Grid-90,,results/Grid/Ratio_90/90-25-8.dne,cd06
6.26,1001.36,new,Grid-90,,results/Grid/Ratio_90/90-46-5.dne,cd05
1.33,0.68,old,Grid-90,,results/Grid/Ratio_90/90-10-6.dne,d02
3.11,1.2,old,Grid-90,0.8149171865223426,results/Grid/Ratio_90/90-23-5.dne,cd06
0.26,1.14,new,Grid-90,0.696815,results/Grid/Ratio_90/90-25-5.dne,cw
0.08,0.03,new,Grid-90,0.304307,results/Grid/Ratio_90/90-12-7.dne,cw
1.87,0.79,old,Grid-90,,results/Grid/Ratio_90/90-17-2.dne,cd06
1.39,0.95,old,Grid-90,0.3342117626982757,results/Grid/Ratio_90/90-14-3.dne,d02
0.13,0.06,new,Grid-90,0,results/Grid/Ratio_90/90-17-7.dne,cw
0.35,1004.79,new,Grid-90,,results/Grid/Ratio_90/90-25-5.dne,bklm16
1.52,0.62,new,Grid-90,4.11028e+12,results/Grid/Ratio_90/90-10-4.dne,cd06
2.22,1.11,old,Grid-90,0.8170241210156495,results/Grid/Ratio_90/90-17-9.dne,cd05
0.2,0.4,new,Grid-90,0.060916,results/Grid/Ratio_90/90-23-10.dne,cw
7.14,1131.46,new,Grid-90,,results/Grid/Ratio_90/90-50-10.dne,cd06
4.42,1.62,old,Grid-90,0.7955804941988285,results/Grid/Ratio_90/90-21-2.dne,d02
4.55,0.06,old,Grid-90,0.0,results/Grid/Ratio_90/90-19-5.dne,bklm16
0.45,0.06,new,Grid-90,0,results/Grid/Ratio_90/90-10-6.dne,bklm16
0.25,1.79,new,Grid-90,0.88386,results/Grid/Ratio_90/90-25-4.dne,cw
0.08,0.02,new,Grid-90,0.453045,results/Grid/Ratio_90/90-12-2.dne,cw
1.48,2.52,new,Grid-90,4.11028e+12,results/Grid/Ratio_90/90-10-4.dne,cd05
0.17,0.44,new,Grid-90,0.822905,results/Grid/Ratio_90/90-10-4.dne,bklm16
2.65,1002.37,new,Grid-90,,results/Grid/Ratio_90/90-25-7.dne,cd06
1004.32,1.68,old,Grid-90,,results/Grid/Ratio_90/90-46-2.dne,d02
1.36,636.05,new,Grid-90,1.67483e+19,results/Grid/Ratio_90/90-12-10.dne,cd06
1.74,0.18,old,Grid-90,0.97062,results/Grid/Ratio_90/90-17-5.dne,sbk05
2.45,1002.83,new,Grid-90,,results/Grid/Ratio_90/90-18-9.dne,cd06
1.68,1004.98,new,Grid-90,,results/Grid/Ratio_90/90-19-2.dne,cd06
5.9,1005.79,new,Grid-90,,results/Grid/Ratio_90/90-46-9.dne,cd05
9.88,1.82,old,Grid-90,0.914128346893945,results/Grid/Ratio_90/90-34-5.dne,cd06
1.63,0.86,old,Grid-90,,results/Grid/Ratio_90/90-19-3.dne,d02
2.9,1003.23,old,Grid-90,,results/Grid/Ratio_90/90-25-7.dne,sbk05
0.41,1002.77,new,Grid-90,,results/Grid/Ratio_90/90-46-6.dne,bklm16
7.26,0.66,old,Grid-90,0.01205289,results/Grid/Ratio_90/90-24-4.dne,bklm16
1.06,0.24,new,Grid-90,0.397209,results/Grid/Ratio_90/90-10-3.dne,d02
1.29,0.06,old,Grid-90,0.60499,results/Grid/Ratio_90/90-14-8.dne,sbk05
21.07,2.26,old,Grid-90,0.012052839297616833,results/Grid/Ratio_90/90-24-4.dne,d02
1.04,0.31,new,Grid-90,0.453045,results/Grid/Ratio_90/90-12-2.dne,sbk05
1.42,0.04,old,Grid-90,0.977349,results/Grid/Ratio_90/90-12-4.dne,sbk05
1.51,54.79,new,Grid-90,1,results/Grid/Ratio_90/90-16-7.dne,sbk05
2.42,1000.79,old,Grid-90,,results/Grid/Ratio_90/90-26-4.dne,sbk05
1.83,1.15,old,Grid-90,0.9706195104962878,results/Grid/Ratio_90/90-17-5.dne,cd06
0.26,1005.34,new,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,bklm16
0.4,21.19,new,Grid-90,0.360852,results/Grid/Ratio_90/90-30-1.dne,cw
2.13,1.33,old,Grid-90,0.5756174811008382,results/Grid/Ratio_90/90-16-1.dne,d02
2.86,1001.74,new,Grid-90,,results/Grid/Ratio_90/90-24-9.dne,cd06
2.24,559.09,new,Grid-90,0.868896,results/Grid/Ratio_90/90-25-2.dne,sbk05
1.4,0.76,old,Grid-90,0.3972088866288199,results/Grid/Ratio_90/90-10-3.dne,cd06
3.08,1004.76,old,Grid-90,,results/Grid/Ratio_90/90-30-1.dne,sbk05
1007.18,1.56,old,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,cd05
0.11,757.13,new,Grid-90,0.502203,results/Grid/Ratio_90/90-18-9.dne,bklm16
4.22,1006.44,new,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,sbk05
0.14,0.09,new,Grid-90,0,results/Grid/Ratio_90/90-19-9.dne,cw
0.82,10.89,new,Grid-90,0.471114,results/Grid/Ratio_90/90-38-10.dne,cw
3.15,1.32,old,Grid-90,0.8157229328005965,results/Grid/Ratio_90/90-24-10.dne,cd06
1.39,0.21,old,Grid-90,0.203543,results/Grid/Ratio_90/90-16-9.dne,sbk05
1.05,0.03,new,Grid-90,0.447534,results/Grid/Ratio_90/90-10-10.dne,d02
1.29,694.27,new,Grid-90,,results/Grid/Ratio_90/90-16-3.dne,cd06
7.32,1.65,old,Grid-90,1.0000003485747047,results/Grid/Ratio_90/90-25-8.dne,d02
2.4,1.16,old,Grid-90,0.5756174811008383,results/Grid/Ratio_90/90-16-1.dne,cd06
1.08,0.12,old,Grid-90,0.304307,results/Grid/Ratio_90/90-12-7.dne,sbk05
3.94,1.34,old,Grid-90,0.8838592013524029,results/Grid/Ratio_90/90-25-4.dne,cd06
2.85,1.34,old,Grid-90,0.42186160684094065,results/Grid/Ratio_90/90-20-5.dne,cd06
2.73,1.33,old,Grid-90,0.49076419060686616,results/Grid/Ratio_90/90-23-6.dne,cd06
1.48,0.79,old,Grid-90,,results/Grid/Ratio_90/90-12-9.dne,d02
0.09,1002.03,new,Grid-90,,results/Grid/Ratio_90/90-16-4.dne,bklm16
7.69,2.0,old,Grid-90,,results/Grid/Ratio_90/90-50-2.dne,cd05
2.07,1003.91,new,Grid-90,,results/Grid/Ratio_90/90-19-9.dne,cd05
1.54,0.15,new,Grid-90,0.17901,results/Grid/Ratio_90/90-12-6.dne,sbk05
5.46,0.06,old,Grid-90,0.0,results/Grid/Ratio_90/90-22-8.dne,bklm16
3.07,1.4,old,Grid-90,0.5937338390903215,results/Grid/Ratio_90/90-22-1.dne,cd05
1.78,594.91,new,Grid-90,1,results/Grid/Ratio_90/90-18-10.dne,sbk05
1.84,1.11,old,Grid-90,0.8170241210156493,results/Grid/Ratio_90/90-17-9.dne,d02
3.78,1003.47,new,Grid-90,,results/Grid/Ratio_90/90-34-6.dne,cd05
19.15,2.46,old,Grid-90,0.9999990480031316,results/Grid/Ratio_90/90-34-3.dne,cd06
2.14,1157.03,new,Grid-90,,results/Grid/Ratio_90/90-21-6.dne,sbk05
2.03,1.25,old,Grid-90,0.5022041624006943,results/Grid/Ratio_90/90-18-9.dne,d02
1.87,1.03,old,Grid-90,0.42442826255805066,results/Grid/Ratio_90/90-17-10.dne,cd06
5.73,1004.35,new,Grid-90,,results/Grid/Ratio_90/90-46-7.dne,cd05
2.26,1002.13,new,Grid-90,,results/Grid/Ratio_90/90-20-5.dne,cd05
6.99,0.06,old,Grid-90,0.0,results/Grid/Ratio_90/90-26-9.dne,bklm16
2.47,1.2,old,Grid-90,1.0000009328332307,results/Grid/Ratio_90/90-20-2.dne,cd05
0.13,0.09,new,Grid-90,0.97062,results/Grid/Ratio_90/90-17-5.dne,cw
1.96,0.15,old,Grid-90,0.8229053,results/Grid/Ratio_90/90-10-4.dne,bklm16
0.08,0.25,new,Grid-90,0.334212,results/Grid/Ratio_90/90-14-3.dne,bklm16
1012.22,1.71,old,Grid-90,,results/Grid/Ratio_90/90-46-5.dne,d02
1.85,1003.15,new,Grid-90,,results/Grid/Ratio_90/90-20-10.dne,cd06
4.85,0.06,old,Grid-90,0.0,results/Grid/Ratio_90/90-21-4.dne,bklm16
3.6,1007.46,new,Grid-90,,results/Grid/Ratio_90/90-34-5.dne,cd06
1.1,0.13,new,Grid-90,0.977349,results/Grid/Ratio_90/90-12-4.dne,sbk05
6.09,1.51,old,Grid-90,0.6581674871286374,results/Grid/Ratio_90/90-23-2.dne,cd05
5.01,1.76,old,Grid-90,0.6248043504317858,results/Grid/Ratio_90/90-25-9.dne,cd06
3.69,1.27,old,Grid-90,0.06800974529215138,results/Grid/Ratio_90/90-22-9.dne,cd05
0.13,754.54,new,Grid-90,,results/Grid/Ratio_90/90-26-7.dne,bklm16
2.81,1.32,old,Grid-90,0.34343033473380413,results/Grid/Ratio_90/90-22-10.dne,cd05
7.42,4.86,old,Grid-90,0.8149162,results/Grid/Ratio_90/90-23-5.dne,bklm16
2.1,192.09,new,Grid-90,1,results/Grid/Ratio_90/90-46-1.dne,cw
1.95,27.26,new,Grid-90,0,results/Grid/Ratio_90/90-19-5.dne,sbk05
3.18,1001.57,new,Grid-90,,results/Grid/Ratio_90/90-30-3.dne,d02
3.16,1.41,old,Grid-90,0.738431192235846,results/Grid/Ratio_90/90-24-5.dne,cd06
1.85,1009.34,new,Grid-90,,results/Grid/Ratio_90/90-21-10.dne,sbk05
2.85,1004.56,new,Grid-90,,results/Grid/Ratio_90/90-26-3.dne,d02
0.11,610.03,new,Grid-90,,results/Grid/Ratio_90/90-23-2.dne,bklm16
1.61,3.46,new,Grid-90,0.10227,results/Grid/Ratio_90/90-15-3.dne,sbk05
2.11,0.07,old,Grid-90,0.0,results/Grid/Ratio_90/90-12-9.dne,bklm16
4.65,0.33,old,Grid-90,0.8675366,results/Grid/Ratio_90/90-19-7.dne,bklm16
2.24,1001.76,new,Grid-90,,results/Grid/Ratio_90/90-20-1.dne,cd05
6.28,1003.17,new,Grid-90,,results/Grid/Ratio_90/90-50-9.dne,sbk05
1.48,0.13,new,Grid-90,0.822906,results/Grid/Ratio_90/90-10-4.dne,d02
1.51,1.71,new,Grid-90,0.250669,results/Grid/Ratio_90/90-17-1.dne,sbk05
2.24,49.95,new,Grid-90,0.0609158,results/Grid/Ratio_90/90-23-10.dne,sbk05
1.36,0.06,old,Grid-90,0.4475338,results/Grid/Ratio_90/90-10-10.dne,bklm16
2.1,1.08,old,Grid-90,0.9706195104962877,results/Grid/Ratio_90/90-17-5.dne,cd05
7.17,1134.37,new,Grid-90,,results/Grid/Ratio_90/90-50-10.dne,sbk05
1.45,0.2,new,Grid-90,0,results/Grid/Ratio_90/90-10-6.dne,cd05
3.93,1002.46,old,Grid-90,,results/Grid/Ratio_90/90-38-4.dne,sbk05
5.39,1123.13,new,Grid-90,,results/Grid/Ratio_90/90-42-9.dne,cd06
1.13,61.55,new,Grid-90,1,results/Grid/Ratio_90/90-42-7.dne,cw
0.22,1003.4,new,Grid-90,,results/Grid/Ratio_90/90-30-6.dne,bklm16
2.14,78.41,new,Grid-90,0.490764,results/Grid/Ratio_90/90-23-6.dne,sbk05
1.53,0.82,old,Grid-90,0.3342117626982757,results/Grid/Ratio_90/90-14-3.dne,cd06
15.76,50.63,old,Grid-90,0.1259593,results/Grid/Ratio_90/90-25-7.dne,bklm16
1.24,0.08,old,Grid-90,0.29278,results/Grid/Ratio_90/90-15-7.dne,sbk05
2.44,1.42,old,Grid-90,0.8376727204233214,results/Grid/Ratio_90/90-18-8.dne,cd06
4.41,1.27,old,Grid-90,0.8149171865223428,results/Grid/Ratio_90/90-23-5.dne,cd05
2.25,264.39,new,Grid-90,0,results/Grid/Ratio_90/90-21-4.dne,d02
0.07,0.12,new,Grid-90,0.955553,results/Grid/Ratio_90/90-10-9.dne,bklm16
1.34,2.76,new,Grid-90,0.217882,results/Grid/Ratio_90/90-15-10.dne,d02
1.28,0.48,new,Grid-90,0.872676,results/Grid/Ratio_90/90-12-3.dne,d02
15.83,2.61,old,Grid-90,0.3608518020457384,results/Grid/Ratio_90/90-30-1.dne,cd06
2.82,1004.07,new,Grid-90,,results/Grid/Ratio_90/90-24-2.dne,d02
1.69,3.88,new,Grid-90,0.383092,results/Grid/Ratio_90/90-19-10.dne,sbk05
5.93,1.57,old,Grid-90,0.931570211385869,results/Grid/Ratio_90/90-30-3.dne,cd06
1.51,0.21,old,Grid-90,0.944351,results/Grid/Ratio_90/90-18-4.dne,sbk05
554.42,15.77,old,Grid-90,0.44660265403600596,results/Grid/Ratio_90/90-34-10.dne,d02
1.89,1003.29,new,Grid-90,,results/Grid/Ratio_90/90-20-3.dne,d02
2.06,9.73,old,Grid-90,0.854661,results/Grid/Ratio_90/90-20-9.dne,sbk05
1003.13,2.92,old,Grid-90,1.0000029204380156,results/Grid/Ratio_90/90-38-4.dne,d02
0.22,0.17,new,Grid-90,0,results/Grid/Ratio_90/90-24-6.dne,cw
0.81,1.75,new,Grid-90,1,results/Grid/Ratio_90/90-38-4.dne,cw
3.14,1.39,old,Grid-90,0.04980584018024644,results/Grid/Ratio_90/90-25-10.dne,d02
1.45,10.24,old,Grid-90,0.964163,results/Grid/Ratio_90/90-17-4.dne,sbk05
700.01,286.31,old,Grid-90,,results/Grid/Ratio_90/90-50-9.dne,bklm16
2.44,1001.5,new,Grid-90,,results/Grid/Ratio_90/90-26-9.dne,cd05
1.72,0.98,old,Grid-90,0.6049901261103482,results/Grid/Ratio_90/90-14-8.dne,cd05
1.28,0.76,old,Grid-90,0.210568,results/Grid/Ratio_90/90-14-5.dne,sbk05
2.68,1002.85,new,Grid-90,,results/Grid/Ratio_90/90-25-5.dne,cd05
1.75,1007.7,new,Grid-90,,results/Grid/Ratio_90/90-19-10.dne,cd05
1.92,5.01,new,Grid-90,0,results/Grid/Ratio_90/90-17-7.dne,sbk05
0.11,0.09,new,Grid-90,0.0573066,results/Grid/Ratio_90/90-16-3.dne,cw
0.14,970.46,new,Grid-90,,results/Grid/Ratio_90/90-25-7.dne,bklm16
